Store,Product,Space,Profit,Sales,Units
205,JENNIFER LOPEZ,2,4636,19258.41,35
206,JENNIFER LOPEZ,2,2840,20888.04,42
207,JENNIFER LOPEZ,2,1040,11792.26,90
208,JENNIFER LOPEZ,2.5,1948,21257.36,10
209,JENNIFER LOPEZ,2,1902,15674.61,27
210,JENNIFER LOPEZ,2,2003,20044.05,9
211,JENNIFER LOPEZ,2,5862,10303.03,5
212,JENNIFER LOPEZ,2,5375,17300.69,76
213,JENNIFER LOPEZ,2,3871,19881.58,2
214,JENNIFER LOPEZ,2,7178,14484.05,6
215,JENNIFER LOPEZ,2,1619,9766.22,77
216,JENNIFER LOPEZ,2,6617,11556.51,46
217,JENNIFER LOPEZ,2,2251,14491.65,52
218,JENNIFER LOPEZ,2,5763,14539.82,53
219,JENNIFER LOPEZ,2,8481,21250.62,72
220,JENNIFER LOPEZ,2,4939,14875.79,47
221,JENNIFER LOPEZ,2.5,5524,26638.9,80
222,JENNIFER LOPEZ,2,7185,16354.45,88
223,JENNIFER LOPEZ,2.5,1660,15903.62,58
224,JENNIFER LOPEZ,2,7857,16150.56,66
225,JENNIFER LOPEZ,2,1388,14401.02,42
226,JENNIFER LOPEZ,2.5,7419,14406.72,61
227,JENNIFER LOPEZ,2,6083,18840.77,15
228,JENNIFER LOPEZ,2,2696,11606.38,88
229,JENNIFER LOPEZ,2,5167,29675.07,9
230,JENNIFER LOPEZ,2.5,7748,12878.11,8
231,JENNIFER LOPEZ,2,6261,13987.7,79
232,JENNIFER LOPEZ,2,6557,15193.12,96
233,JENNIFER LOPEZ,2,9370,13105.63,94
234,JENNIFER LOPEZ,2,4569,13281.22,62
235,JENNIFER LOPEZ,2,1666,14851.37,46
236,JENNIFER LOPEZ,2,6215,17841.94,43
237,JENNIFER LOPEZ,2,5914,26783.72,71
238,JENNIFER LOPEZ,2,3860,23325.39,23
239,JENNIFER LOPEZ,2.5,2226,29911.72,37
240,JENNIFER LOPEZ,2,1381,18241.75,33
241,JENNIFER LOPEZ,2,4582,24447.46,11
242,JENNIFER LOPEZ,2,1430,19729.86,97
243,JENNIFER LOPEZ,2,3953,11747.97,17
244,JENNIFER LOPEZ,2,5264,19973.64,40
245,JENNIFER LOPEZ,2,5188,13485.12,21
246,JENNIFER LOPEZ,2,6754,18174.59,42
247,JENNIFER LOPEZ,2,3224,16435.27,40
248,JENNIFER LOPEZ,2,1000,16642.64,28
249,JENNIFER LOPEZ,2,4558,12171.59,1
251,JENNIFER LOPEZ,2,3094,12721.96,59
252,JENNIFER LOPEZ,2,9616,19054.86,100
253,JENNIFER LOPEZ,2,3160,23230.12,42
254,JENNIFER LOPEZ,2,4127,17865.43,7
255,JENNIFER LOPEZ,2,1872,18092.99,91
256,JENNIFER LOPEZ,2,7405,15082.1,17
257,JENNIFER LOPEZ,2,3805,15001.62,24
258,JENNIFER LOPEZ,2,1789,11363.3,1
259,JENNIFER LOPEZ,2,9019,15601.99,7
260,JENNIFER LOPEZ,2,7526,10359.41,37
261,JENNIFER LOPEZ,2,7235,10729.46,87
262,JENNIFER LOPEZ,2.5,2957,16803.44,16
263,JENNIFER LOPEZ,2,8195,12625.84,61
264,JENNIFER LOPEZ,2.5,3554,20195.29,3
265,JENNIFER LOPEZ,2,2155,10661.48,13
266,JENNIFER LOPEZ,2,2270,10696.33,39
267,JENNIFER LOPEZ,2,8809,9888.32,68
268,JENNIFER LOPEZ,2.5,8142,19680.44,96
269,JENNIFER LOPEZ,2,1870,15734.01,94
270,JENNIFER LOPEZ,2,8915,10809.58,43
271,JENNIFER LOPEZ,2,8678,20286.82,16
272,JENNIFER LOPEZ,2.5,9489,28901.01,25
273,JENNIFER LOPEZ,2,9480,22138.24,49
274,JENNIFER LOPEZ,2,8319,14918.36,89
275,JENNIFER LOPEZ,2,2081,26213,41
276,JENNIFER LOPEZ,2,6475,15093.25,78
277,JENNIFER LOPEZ,2,9674,14321.68,91
278,JENNIFER LOPEZ,2,3685,13382.47,76
279,JENNIFER LOPEZ,2,6276,20065.54,18
280,JENNIFER LOPEZ,2.5,4923,32127.45,80
281,JENNIFER LOPEZ,2.5,7561,21754.36,70
282,JENNIFER LOPEZ,2,3997,25201.71,32
283,JENNIFER LOPEZ,2.5,8463,21655.03,78
284,JENNIFER LOPEZ,2,2464,14184.28,91
285,JENNIFER LOPEZ,2,3398,19459.54,43
286,JENNIFER LOPEZ,2,9541,18477.04,51
287,JENNIFER LOPEZ,2,5046,13774.93,100
288,JENNIFER LOPEZ,2,4384,13077.46,65
289,JENNIFER LOPEZ,2,7583,14029.84,19
290,JENNIFER LOPEZ,2,5331,9350.6,71
291,JENNIFER LOPEZ,2,1058,18000.71,25
292,JENNIFER LOPEZ,2,1700,14601.98,73
293,JENNIFER LOPEZ,2,2338,21482.75,50
295,JENNIFER LOPEZ,2,6869,7404.48,78
296,JENNIFER LOPEZ,2,6260,15103.18,55
297,JENNIFER LOPEZ,2,3383,13475.85,49
298,JENNIFER LOPEZ,2,2769,16758.39,2
299,JENNIFER LOPEZ,2,5490,24308.25,45
301,JENNIFER LOPEZ,2,1550,9613.13,94
302,JENNIFER LOPEZ,2,7121,9901.33,33
303,JENNIFER LOPEZ,2,4550,12516.77,66
304,JENNIFER LOPEZ,2.5,8374,16719.76,75
305,JENNIFER LOPEZ,2,4072,15965.44,70
306,JENNIFER LOPEZ,2,5311,16497.77,78
307,JENNIFER LOPEZ,2.5,3552,14989.96,62
308,JENNIFER LOPEZ,2,7511,13915.65,82
310,JENNIFER LOPEZ,2,2324,9752.32,14
311,JENNIFER LOPEZ,2,8750,13008.72,76
312,JENNIFER LOPEZ,2,1084,8672.28,28
313,JENNIFER LOPEZ,2,9769,9664.33,72
314,JENNIFER LOPEZ,2,8219,30377.25,36
315,JENNIFER LOPEZ,2,7728,11006,93
316,JENNIFER LOPEZ,2,7879,17163.4,74
317,JENNIFER LOPEZ,2,9440,14308.15,72
318,JENNIFER LOPEZ,2,6878,15329.79,75
319,JENNIFER LOPEZ,2,9191,10231.97,23
320,JENNIFER LOPEZ,2,2228,11541.63,19
321,JENNIFER LOPEZ,2,2153,25523.14,35
322,JENNIFER LOPEZ,2,2218,14739.81,81
323,JENNIFER LOPEZ,2,5224,11678.76,23
324,JENNIFER LOPEZ,2,5847,16236.31,56
325,JENNIFER LOPEZ,2,1982,8712.3,93
326,JENNIFER LOPEZ,2,8508,13475.08,64
327,JENNIFER LOPEZ,2.5,8488,19980.02,38
328,JENNIFER LOPEZ,2,4476,12846.49,11
329,JENNIFER LOPEZ,2,2755,20368.97,18
330,JENNIFER LOPEZ,2,7168,9646.5,65
331,JENNIFER LOPEZ,2,2202,17948.55,38
332,JENNIFER LOPEZ,2,8362,14317.38,69
333,JENNIFER LOPEZ,2,8350,23737.07,57
334,JENNIFER LOPEZ,2,3831,19013.26,19
335,JENNIFER LOPEZ,2,6251,19107.34,37
336,JENNIFER LOPEZ,2,3937,13971.55,13
337,JENNIFER LOPEZ,2,6199,31719.19,62
338,JENNIFER LOPEZ,2,9768,22481.62,15
339,JENNIFER LOPEZ,2,5153,18489.67,89
340,JENNIFER LOPEZ,2,4966,8370.54,39
341,JENNIFER LOPEZ,2,6061,14004.73,27
342,JENNIFER LOPEZ,2,8896,9018.3,28
343,JENNIFER LOPEZ,2,4071,9621.44,10
344,JENNIFER LOPEZ,2,2434,21937.36,37
345,JENNIFER LOPEZ,2,8277,21100.47,74
346,JENNIFER LOPEZ,2,1897,17112.55,31
347,JENNIFER LOPEZ,2,8901,24901.77,64
348,JENNIFER LOPEZ,2,7821,17286,60
349,JENNIFER LOPEZ,2,1684,12173.89,59
350,JENNIFER LOPEZ,2,1795,17414.71,10
351,JENNIFER LOPEZ,2,6223,17898.89,9
352,JENNIFER LOPEZ,2,4982,22664.14,87
353,JENNIFER LOPEZ,2,1805,11143.74,79
354,JENNIFER LOPEZ,2,9167,20380.54,96
355,JENNIFER LOPEZ,2,2506,10044.58,45
356,JENNIFER LOPEZ,2,8252,18659.81,86
357,JENNIFER LOPEZ,2,7043,16279.78,3
358,JENNIFER LOPEZ,2,9926,15191.15,81
359,JENNIFER LOPEZ,2,1108,28884.05,42
360,JENNIFER LOPEZ,2,2659,14727.44,36
361,JENNIFER LOPEZ,2,1484,16219.69,35
362,JENNIFER LOPEZ,2,5476,16752.87,28
363,JENNIFER LOPEZ,2,3680,12847.61,42
364,JENNIFER LOPEZ,2,2675,16326.36,97
365,JENNIFER LOPEZ,2,3228,12522.95,31
366,JENNIFER LOPEZ,2,6341,25667.69,46
367,JENNIFER LOPEZ,2,1345,11872.95,59
368,JENNIFER LOPEZ,2,7427,27255.58,21
369,JENNIFER LOPEZ,2,7735,11232.56,73
370,JENNIFER LOPEZ,2,8413,14041.37,30
371,JENNIFER LOPEZ,2,8163,25000.26,89
372,JENNIFER LOPEZ,2,6784,14578.52,35
373,JENNIFER LOPEZ,2,2664,14916.29,91
374,JENNIFER LOPEZ,2,3740,43341.87,69
376,JENNIFER LOPEZ,2,4877,19426.9,64
377,JENNIFER LOPEZ,2.5,4946,22952.18,30
378,JENNIFER LOPEZ,2,1807,30364.43,93
379,JENNIFER LOPEZ,2,4013,25248.37,39
380,JENNIFER LOPEZ,2,4118,22398.69,80
381,JENNIFER LOPEZ,2.5,4091,31246.18,52
382,JENNIFER LOPEZ,2.5,1763,23714.7,83
383,JENNIFER LOPEZ,2,1786,13576.08,96
384,JENNIFER LOPEZ,2,5827,20795.03,28
385,JENNIFER LOPEZ,2,6324,23632.45,1
386,JENNIFER LOPEZ,2.5,9156,26035.93,65
387,JENNIFER LOPEZ,2,2100,25273.88,1
388,JENNIFER LOPEZ,2,5312,15669.32,34
389,JENNIFER LOPEZ,2,2847,16786.48,91
390,JENNIFER LOPEZ,2,6938,35970.9,78
391,JENNIFER LOPEZ,2,5912,25026.16,63
392,JENNIFER LOPEZ,2,8416,13461.05,67
393,JENNIFER LOPEZ,2,2524,31603.96,30
394,JENNIFER LOPEZ,2,5869,11918.19,81
395,JENNIFER LOPEZ,2,2636,18844.99,14
396,JENNIFER LOPEZ,2,1114,30552.83,63
397,JENNIFER LOPEZ,2.5,4350,22799.01,18
398,JENNIFER LOPEZ,2,8365,14119.64,76
399,JENNIFER LOPEZ,2,6697,7790.96,44
401,JENNIFER LOPEZ,2,4000,17107.39,88
402,JENNIFER LOPEZ,2,2003,13698.66,13
403,JENNIFER LOPEZ,2,2778,19158.88,47
405,JENNIFER LOPEZ,2,2224,17789.12,70
406,JENNIFER LOPEZ,2,5379,18138.98,91
407,JENNIFER LOPEZ,2,5111,24601.05,66
408,JENNIFER LOPEZ,2,7403,21417.84,35
409,JENNIFER LOPEZ,2,9355,10612.47,13
411,JENNIFER LOPEZ,2,8948,28580.1,19
413,JENNIFER LOPEZ,2,1231,11144.76,78
414,JENNIFER LOPEZ,2,6924,16580.2,48
415,JENNIFER LOPEZ,2,4830,15980.48,77
416,JENNIFER LOPEZ,2,4196,21471.1,13
417,JENNIFER LOPEZ,2,1773,30284.53,88
418,JENNIFER LOPEZ,2,1070,27576.29,50
419,JENNIFER LOPEZ,2,1639,11799,78
420,JENNIFER LOPEZ,2,2472,9588.28,78
421,JENNIFER LOPEZ,2,2371,16767.76,93
422,JENNIFER LOPEZ,2,7415,22642.13,82
423,JENNIFER LOPEZ,2,2049,13044.88,50
424,JENNIFER LOPEZ,2,8313,31927.48,4
425,JENNIFER LOPEZ,2.5,1275,22067.64,96
426,JENNIFER LOPEZ,2,6454,13599.97,3
427,JENNIFER LOPEZ,2.5,1893,17133.43,92
428,JENNIFER LOPEZ,2,6041,15735.12,15
429,JENNIFER LOPEZ,2,9356,16638.42,14
430,JENNIFER LOPEZ,2,6391,14595.56,32
431,JENNIFER LOPEZ,2,8427,28623.65,78
432,JENNIFER LOPEZ,2,5528,13833.62,36
433,JENNIFER LOPEZ,2.5,5247,19307.61,73
434,JENNIFER LOPEZ,2.5,7620,15602.21,81
435,JENNIFER LOPEZ,2,5876,15455.51,23
436,JENNIFER LOPEZ,2,6561,11490.92,84
437,JENNIFER LOPEZ,2,2538,9845.65,20
438,JENNIFER LOPEZ,2,1943,10611.85,63
439,JENNIFER LOPEZ,2,5800,14486.72,98
440,JENNIFER LOPEZ,2.5,2642,14264.82,50
441,JENNIFER LOPEZ,2,7951,13899.56,69
442,JENNIFER LOPEZ,2,6215,13916.52,66
443,JENNIFER LOPEZ,2,1009,19643.6,88
444,JENNIFER LOPEZ,2,7390,8833.11,69
445,JENNIFER LOPEZ,2,1339,9663,96
446,JENNIFER LOPEZ,2,6051,15124.73,35
447,JENNIFER LOPEZ,2,7484,8314.54,37
449,JENNIFER LOPEZ,2,7946,9180.62,54
450,JENNIFER LOPEZ,2,9556,16777.75,28
451,JENNIFER LOPEZ,2,9877,9613.77,4
452,JENNIFER LOPEZ,2,6778,9786.79,78
453,JENNIFER LOPEZ,2,7624,13333.83,20
454,JENNIFER LOPEZ,2,9855,16266.2,13
455,JENNIFER LOPEZ,2,7959,10985.7,66
456,JENNIFER LOPEZ,2,5145,10730.34,11
457,JENNIFER LOPEZ,2,8569,13509.35,73
458,JENNIFER LOPEZ,2,9762,19408.85,18
459,JENNIFER LOPEZ,2,8865,20904.7,53
460,JENNIFER LOPEZ,2,2289,26799.43,59
461,JENNIFER LOPEZ,2,2119,31068.98,100
462,JENNIFER LOPEZ,2,2141,14510.08,43
463,JENNIFER LOPEZ,2,9965,14205.49,70
464,JENNIFER LOPEZ,2,6835,13314.14,27
465,JENNIFER LOPEZ,2,9519,9026.86,14
466,JENNIFER LOPEZ,2,4720,11298.46,66
467,JENNIFER LOPEZ,2,2711,13357.1,51
468,JENNIFER LOPEZ,2,7582,20218.37,43
469,JENNIFER LOPEZ,2,3707,24280.8,49
470,JENNIFER LOPEZ,2,7892,19270.37,50
471,JENNIFER LOPEZ,2,5991,20151.72,61
472,JENNIFER LOPEZ,2,7279,16899.37,24
473,JENNIFER LOPEZ,2,8779,15580.79,81
474,JENNIFER LOPEZ,2,2928,13883.43,89
475,JENNIFER LOPEZ,2,6572,12010.62,44
476,JENNIFER LOPEZ,2,7672,23759.08,22
477,JENNIFER LOPEZ,2,9546,16705.78,43
478,JENNIFER LOPEZ,2,9618,19057,17
479,JENNIFER LOPEZ,2,2017,24380.56,20
480,JENNIFER LOPEZ,2,9126,12995.3,64
481,JENNIFER LOPEZ,2,4187,12414.64,44
482,JENNIFER LOPEZ,2,3354,10680.29,34
483,JENNIFER LOPEZ,2,7697,8957.06,81
484,JENNIFER LOPEZ,2,2768,12055.28,92
485,JENNIFER LOPEZ,2,4668,14736.83,97
486,JENNIFER LOPEZ,2,7052,13778.18,69
487,JENNIFER LOPEZ,2,4878,15426,54
488,JENNIFER LOPEZ,2.5,1415,15046.99,80
489,JENNIFER LOPEZ,2,7202,16871.73,85
490,JENNIFER LOPEZ,2.5,2332,13981.56,28
491,JENNIFER LOPEZ,2,2236,16960.09,56
492,JENNIFER LOPEZ,2,4946,13301.59,35
493,JENNIFER LOPEZ,2,4692,12550.98,86
494,JENNIFER LOPEZ,2,4762,10846.89,1
495,JENNIFER LOPEZ,2.5,3790,17822.23,3
496,JENNIFER LOPEZ,2,8293,17054.35,30
500,JENNIFER LOPEZ,2,3552,16583.21,30
501,JENNIFER LOPEZ,2,5970,14566.89,7
502,JENNIFER LOPEZ,2.5,1054,19671.39,96
503,JENNIFER LOPEZ,2,2104,28700.7,90
504,JENNIFER LOPEZ,2,5817,30723.27,92
505,JENNIFER LOPEZ,2,1570,17406.38,88
506,JENNIFER LOPEZ,2,3227,19863.5,60
507,JENNIFER LOPEZ,2,6914,14598.8,48
508,JENNIFER LOPEZ,2,6308,12579.91,13
509,JENNIFER LOPEZ,2,4577,12634.89,68
510,JENNIFER LOPEZ,2,2468,15907.91,15
511,JENNIFER LOPEZ,2,7832,17940.56,64
512,JENNIFER LOPEZ,2,2719,26054.09,72
513,JENNIFER LOPEZ,2.5,3289,19965.4,57
514,JENNIFER LOPEZ,2,7282,16627.82,61
515,JENNIFER LOPEZ,2,1528,16356.79,66
516,JENNIFER LOPEZ,2,1078,17953.99,31
517,JENNIFER LOPEZ,2,9792,12752.89,79
518,JENNIFER LOPEZ,2,2224,14482.28,12
519,JENNIFER LOPEZ,2,2303,21665.64,67
520,JENNIFER LOPEZ,2,9226,14950.2,60
521,JENNIFER LOPEZ,2,2692,16507.86,18
522,JENNIFER LOPEZ,2,7629,15009.6,69
523,JENNIFER LOPEZ,2,8719,15803.01,52
524,JENNIFER LOPEZ,2,6756,19412.97,24
525,JENNIFER LOPEZ,2,8312,21408.38,7
526,JENNIFER LOPEZ,2,6426,20794.58,83
527,JENNIFER LOPEZ,2,8761,17496.66,11
528,JENNIFER LOPEZ,2,4951,23513.08,65
529,JENNIFER LOPEZ,2,2292,21208.33,70
530,JENNIFER LOPEZ,2,1647,26638.03,28
531,JENNIFER LOPEZ,2,2230,20620.2,40
532,JENNIFER LOPEZ,2,8873,28048.79,24
533,JENNIFER LOPEZ,2,3879,25324.43,37
534,JENNIFER LOPEZ,2,7196,19828.77,22
535,JENNIFER LOPEZ,2,7615,10244.97,20
536,JENNIFER LOPEZ,2,1095,25293.4,62
537,JENNIFER LOPEZ,2,9139,24227.87,75
538,JENNIFER LOPEZ,2,9138,23341.27,58
539,JENNIFER LOPEZ,2.5,8924,24200.34,1
540,JENNIFER LOPEZ,2,9066,15818.53,14
541,JENNIFER LOPEZ,2.5,9364,29378.29,29
542,JENNIFER LOPEZ,2.5,9758,19828.92,57
543,JENNIFER LOPEZ,2.5,6497,33020.79,73
544,JENNIFER LOPEZ,2,9346,12303.56,18
545,JENNIFER LOPEZ,2,8653,21541.59,90
546,JENNIFER LOPEZ,2,5877,21932.52,82
547,JENNIFER LOPEZ,2,3933,30349.24,72
548,JENNIFER LOPEZ,2,9746,13504.35,60
549,JENNIFER LOPEZ,2,6169,23263.08,55
550,JENNIFER LOPEZ,2,1351,12224.19,31
551,JENNIFER LOPEZ,2,5667,29079.87,20
552,JENNIFER LOPEZ,2,8809,11149.41,76
553,JENNIFER LOPEZ,2,7250,11905.57,90
554,JENNIFER LOPEZ,2,6196,23814.75,44
555,JENNIFER LOPEZ,2,9973,22218.3,36
556,JENNIFER LOPEZ,2,2990,10976.61,94
557,JENNIFER LOPEZ,2,1429,10995.11,5
558,JENNIFER LOPEZ,2.5,5579,20992.29,87
559,JENNIFER LOPEZ,2,6390,18010.82,1
560,JENNIFER LOPEZ,2,9063,9376.71,82
562,JENNIFER LOPEZ,2,4154,21162.63,9
563,JENNIFER LOPEZ,2,2787,12182.08,97
564,JENNIFER LOPEZ,2,1531,9123.89,3
565,JENNIFER LOPEZ,2,6317,8041.25,59
567,JENNIFER LOPEZ,2,7322,11510.99,79
568,JENNIFER LOPEZ,2,5809,8878.52,74
569,JENNIFER LOPEZ,2,5909,14135.03,61
570,JENNIFER LOPEZ,2,5065,10981.92,87
571,JENNIFER LOPEZ,2,4937,10833.36,32
574,JENNIFER LOPEZ,2,9282,30675.06,20
575,JENNIFER LOPEZ,2,5875,14421.55,42
576,JENNIFER LOPEZ,2,3702,17845.71,81
577,JENNIFER LOPEZ,2,6535,16100.6,73
579,JENNIFER LOPEZ,2,2471,18445.09,56
580,JENNIFER LOPEZ,2,9987,33705.53,97
581,JENNIFER LOPEZ,2,9158,19561.52,30
583,JENNIFER LOPEZ,2,8304,28586.28,91
584,JENNIFER LOPEZ,2,2547,17381.76,36
585,JENNIFER LOPEZ,2,7854,26264.04,45
586,JENNIFER LOPEZ,2,5273,13520.83,27
587,JENNIFER LOPEZ,2,8361,18695.06,13
588,JENNIFER LOPEZ,2,1230,20429.88,32
589,JENNIFER LOPEZ,2,7735,22986.98,8
590,JENNIFER LOPEZ,2,8299,12339.64,50
591,JENNIFER LOPEZ,2,1928,14989.52,6
592,JENNIFER LOPEZ,2,1885,13308.04,63
593,JENNIFER LOPEZ,2,9032,14479.1,22
595,JENNIFER LOPEZ,2,3600,27614.39,14
596,JENNIFER LOPEZ,2,6455,23197.02,62
598,JENNIFER LOPEZ,2,7607,12814.02,78
599,JENNIFER LOPEZ,2,8485,16083.5,53
600,JENNIFER LOPEZ,2,6576,14158.2,7
601,JENNIFER LOPEZ,2,3490,24874.68,41
602,JENNIFER LOPEZ,2,1340,20905.95,78
603,JENNIFER LOPEZ,2,5501,14444.39,74
604,JENNIFER LOPEZ,2,1000,26954.1,56
605,JENNIFER LOPEZ,2,6789,27267.14,15
606,JENNIFER LOPEZ,2,2939,16061.73,10
607,JENNIFER LOPEZ,2,2073,23637.72,10
608,JENNIFER LOPEZ,2,6848,21189.28,12
609,JENNIFER LOPEZ,2,6249,20526.63,89
610,JENNIFER LOPEZ,2,4570,14110.78,94
611,JENNIFER LOPEZ,2,4727,12656.33,67
612,JENNIFER LOPEZ,2.5,4129,18138.79,68
613,JENNIFER LOPEZ,2,9214,23837.52,2
614,JENNIFER LOPEZ,2,4664,27254.91,59
615,JENNIFER LOPEZ,2,9290,17031.17,81
616,JENNIFER LOPEZ,2,8362,13476.7,51
618,JENNIFER LOPEZ,2,7846,16435.46,98
619,JENNIFER LOPEZ,2,7556,19207.15,71
620,JENNIFER LOPEZ,2,8477,14537.11,91
621,JENNIFER LOPEZ,2,6377,17106.65,72
622,JENNIFER LOPEZ,2,9282,23098.56,43
623,JENNIFER LOPEZ,2.5,1910,21620.85,48
624,JENNIFER LOPEZ,2.5,3191,19225.22,18
625,JENNIFER LOPEZ,2,3317,25109.12,19
626,JENNIFER LOPEZ,2,4038,16274.64,41
627,JENNIFER LOPEZ,2,6428,16243.34,53
630,JENNIFER LOPEZ,2,7957,14055.12,95
631,JENNIFER LOPEZ,2,8823,30888.75,96
632,JENNIFER LOPEZ,2,5328,20656.53,24
633,JENNIFER LOPEZ,2,8536,26952.15,12
634,JENNIFER LOPEZ,2,4927,15745.9,53
636,JENNIFER LOPEZ,2,7693,31304.71,43
638,JENNIFER LOPEZ,2,2786,20942.7,10
639,JENNIFER LOPEZ,2,7045,36629.27,15
640,JENNIFER LOPEZ,2,2605,18827.6,11
641,JENNIFER LOPEZ,2,5571,15028.04,28
642,JENNIFER LOPEZ,2,2844,25100.42,8
643,JENNIFER LOPEZ,2,2597,25518.55,55
644,JENNIFER LOPEZ,2,7933,20599.57,14
645,JENNIFER LOPEZ,2,4763,14317.85,31
646,JENNIFER LOPEZ,2,1157,14078.38,8
647,JENNIFER LOPEZ,2,1686,21387.79,56
648,JENNIFER LOPEZ,2,7431,10727.21,84
649,JENNIFER LOPEZ,2,3908,14040.88,7
650,JENNIFER LOPEZ,2,9265,15558.38,6
652,JENNIFER LOPEZ,2,7784,32517.16,53
653,JENNIFER LOPEZ,2,2703,21999.41,46
654,JENNIFER LOPEZ,2,5741,22634.93,6
655,JENNIFER LOPEZ,2,7687,13888.08,12
656,JENNIFER LOPEZ,2,6403,18784.15,62
657,JENNIFER LOPEZ,2,3120,11022.43,58
658,JENNIFER LOPEZ,2,4281,14835.4,32
659,JENNIFER LOPEZ,2,7750,10737.5,75
660,JENNIFER LOPEZ,2,2542,25530.9,28
661,JENNIFER LOPEZ,2,2096,17174.53,8
662,JENNIFER LOPEZ,2,4055,13659.46,76
663,JENNIFER LOPEZ,2,6532,26006.22,93
664,JENNIFER LOPEZ,2,6363,19527.88,42
665,JENNIFER LOPEZ,2,8011,12963.34,37
667,JENNIFER LOPEZ,2,5943,26931.76,17
668,JENNIFER LOPEZ,2,3625,22614.23,40
669,JENNIFER LOPEZ,2,1559,24257.27,56
671,JENNIFER LOPEZ,2,7249,16485.19,16
672,JENNIFER LOPEZ,2,7794,21530.14,92
673,JENNIFER LOPEZ,2,7148,11221.63,25
674,JENNIFER LOPEZ,2.5,7429,21089.5,37
675,JENNIFER LOPEZ,2,8102,20176.17,48
677,JENNIFER LOPEZ,2,4191,22618.93,17
678,JENNIFER LOPEZ,2,3403,13021.14,72
679,JENNIFER LOPEZ,2.5,1292,16725.71,29
680,JENNIFER LOPEZ,2,5212,26664.33,13
681,JENNIFER LOPEZ,2,7403,20167.71,81
682,JENNIFER LOPEZ,2,2245,9298.13,23
683,JENNIFER LOPEZ,2,4793,13531.46,8
685,JENNIFER LOPEZ,2,3333,19394.54,88
686,JENNIFER LOPEZ,2,1515,33182.44,10
687,JENNIFER LOPEZ,2,4380,11229.48,31
688,JENNIFER LOPEZ,2,4098,22206.12,75
689,JENNIFER LOPEZ,2,7719,20332.72,50
690,JENNIFER LOPEZ,2.5,9163,17619.85,98
691,JENNIFER LOPEZ,2,6889,22610.19,10
692,JENNIFER LOPEZ,2,1486,33355.99,41
693,JENNIFER LOPEZ,2,4898,13514.24,50
694,JENNIFER LOPEZ,2,1265,26770.01,66
695,JENNIFER LOPEZ,2,6503,25163.6,73
696,JENNIFER LOPEZ,2,9923,11138.46,53
697,JENNIFER LOPEZ,2.5,5357,14370.81,85
698,JENNIFER LOPEZ,2,2444,14401.18,88
699,JENNIFER LOPEZ,2,5360,14415.04,29
700,JENNIFER LOPEZ,2,5888,23851.2,56
701,JENNIFER LOPEZ,2,6825,21672.8,66
702,JENNIFER LOPEZ,2,1256,33015.28,2
703,JENNIFER LOPEZ,2,7091,19590.49,81
704,JENNIFER LOPEZ,2,9952,11263.45,92
705,JENNIFER LOPEZ,2,4151,14799.42,84
706,JENNIFER LOPEZ,2,8009,11482.49,18
707,JENNIFER LOPEZ,2,8042,22622.56,38
708,JENNIFER LOPEZ,2,9666,17450.65,49
709,JENNIFER LOPEZ,2,9390,21639.41,43
710,JENNIFER LOPEZ,2,8592,22199.07,88
711,JENNIFER LOPEZ,2.5,6074,26978.44,2
712,JENNIFER LOPEZ,2,2388,29155.71,84
713,JENNIFER LOPEZ,2,1779,20579.81,82
714,JENNIFER LOPEZ,2,1090,15271.08,50
715,JENNIFER LOPEZ,2,4321,23047.05,93
716,JENNIFER LOPEZ,2,6337,13556.51,26
717,JENNIFER LOPEZ,2,5460,14483.03,36
718,JENNIFER LOPEZ,2,7650,11501.2,95
719,JENNIFER LOPEZ,2,2404,13861.02,14
720,JENNIFER LOPEZ,2,7136,12673.89,56
721,JENNIFER LOPEZ,2,2232,12017.33,11
722,JENNIFER LOPEZ,2,4844,22282.89,13
723,JENNIFER LOPEZ,2,5615,17512.07,43
724,JENNIFER LOPEZ,2,4659,25314.97,6
725,JENNIFER LOPEZ,2.5,4821,15090.71,5
726,JENNIFER LOPEZ,2,5434,12071.36,91
727,JENNIFER LOPEZ,2,3215,10026.36,11
728,JENNIFER LOPEZ,2,6256,8258.47,30
729,JENNIFER LOPEZ,2,6498,21910.3,100
730,JENNIFER LOPEZ,2,9694,15932.72,93
731,JENNIFER LOPEZ,2,7410,20734.46,68
732,JENNIFER LOPEZ,2,9554,16294.22,90
733,JENNIFER LOPEZ,2,7905,27229.3,17
734,JENNIFER LOPEZ,2,8040,25228.19,2
735,JENNIFER LOPEZ,2,7400,21485.75,28
736,JENNIFER LOPEZ,2,1130,11834.43,44
737,JENNIFER LOPEZ,2,9348,16286.75,17
738,JENNIFER LOPEZ,2,2986,11044.42,67
739,JENNIFER LOPEZ,2,6068,9809.45,51
740,JENNIFER LOPEZ,2,6135,24152.3,78
741,JENNIFER LOPEZ,2,7121,16080.67,82
742,JENNIFER LOPEZ,2.5,2246,16694.68,63
743,JENNIFER LOPEZ,2.5,9812,16708.31,95
744,JENNIFER LOPEZ,2,2948,11196.53,12
745,JENNIFER LOPEZ,2,3342,16649.17,73
746,JENNIFER LOPEZ,2,4612,20369.85,86
747,JENNIFER LOPEZ,2.5,6107,19406.05,74
748,JENNIFER LOPEZ,2,6658,11680.32,53
749,JENNIFER LOPEZ,2,9908,20438.14,41
