"Store","Climate","VSG","Product","Space","Sales","Units","Profit","Recommended_Space","Estimated_Sales","Estimated_Profit","Estimated_Units","Lower_Limit","Upper_Limit"
374,"SUPER HOT","ST","SKIRTS",3.392922985,1125.2,60,672.612,3.392922985,1125.19999957521,672.612000001143,60.0000000021423,1.25,6
374,"SUPER HOT","ST","SWEATERS",3.392922985,4953.61,258,2424.326,3.392922985,4953.60999959522,2424.32600013702,257.999999973672,1.25,6
374,"SUPER HOT","ST","WOVEN TOPS",4.05354714,6536.71,426,3496.766,4.05354714,6536.7099998866,3496.76599972418,426.000000058792,1.75,8
376,"SUPER HOT","ST","CAREER LONG BTMS",2.342058384,834.3,39,364.043,2.342058384,834.300000071828,364.043000038104,38.9999999912907,1,4.5
376,"SUPER HOT","ST","DENIM LONG BTMS",0.655143359,164.18,6,91.856,0.655143359,164.180000095127,91.856,5.99999999949937,0.25,4.25
376,"SUPER HOT","ST","DRESSES",1.80876536,966.82,39,544.357,1.80876536,966.820000050023,544.356999992547,39.0000000034878,0.5,4.5
376,"SUPER HOT","ST","JACKETS",0.514303361,517.37,19,178.134,0.514303361,517.370000109508,178.133999975714,18.9999999895093,0,1.75
376,"SUPER HOT","ST","KNIT BOTTOMS",11.18965867,236.09,27,79.622,11.18965867,236.090000016932,79.621999997542,26.999999999336,7,15.5
376,"SUPER HOT","ST","KNIT TOPS",11.18965867,4296.69,402,2141.141,11.18965867,4296.69000008676,2141.14099991005,402.000000014572,7,20.25
376,"SUPER HOT","ST","SKIRTS",3.546319485,416.28,21,273.028,3.546319485,416.280000055273,273.028000028239,20.9999999968261,1.25,6
376,"SUPER HOT","ST","SWEATERS",3.546319485,1628.95,89,783.963,3.546319485,1628.94999986222,783.963000038015,89.0000000152663,1.25,6
376,"SUPER HOT","ST","WOVEN TOPS",3.921365321,1606.19,106,823.039,3.921365321,1606.19000009987,823.038999964439,105.999999972796,1.75,8
377,"SUPER HOT","ST","CAREER LONG BTMS",1.951914036,1215.13,51,591.723,1.951914036,1215.12999957753,591.723000122582,50.999999992867,1,4.5
377,"SUPER HOT","ST","DENIM LONG BTMS",1.177846166,584.89,22,302.911,1.177846166,584.889999856072,302.911000060582,21.999999999982,0.25,4.25
377,"SUPER HOT","ST","DRESSES",0.969259274,1149.18,45,639.331,0.969259274,1149.18000030548,639.33099994458,45.000000005275,0.5,4.5
377,"SUPER HOT","ST","JACKETS",0.955863785,1372.14,49,552.617,0.955863785,1372.13999961557,552.616999840117,48.9999999919778,0,1.75
377,"SUPER HOT","ST","KNIT BOTTOMS",12.03680322,621.47,74,202.858,12.03680322,621.46999997755,202.857999999183,74.0000000046884,7.25,15.5
377,"SUPER HOT","ST","KNIT TOPS",12.03680322,6181.02,581,3165.015,12.03680322,6181.01999998628,3165.01500022571,581.000000021853,7.25,20.25
377,"SUPER HOT","ST","SKIRTS",3.171860309,438.98,20,287.944,3.171860309,438.980000025881,287.94400001774,20.0000000012675,1.25,6
377,"SUPER HOT","ST","SWEATERS",3.171860309,2346.64,117,1206.189,3.171860309,2346.63999976035,1206.18899980658,117.00000002357,1.25,6
377,"SUPER HOT","ST","WOVEN TOPS",3.656968356,3238.76,229,1674.602,3.656968356,3238.75999962013,1674.60200014731,228.999999998941,1.75,8
378,"SUPER HOT","ST","CAREER LONG BTMS",2.741446903,1960.03,86,900.277,2.741446903,1960.02999970907,900.276999944399,85.9999999952582,1,4.5
378,"SUPER HOT","ST","DENIM LONG BTMS",0.73532825,325.26,16,146.202,0.73532825,325.259999974455,146.202,16.0000000025327,0,4.25
378,"SUPER HOT","ST","DRESSES",1.540758787,1177.15,46,675.104,1.540758787,1177.14999968838,675.104000008297,45.9999999928634,0.5,4.5
378,"SUPER HOT","ST","JACKETS",0.626445974,855.77,30,373.655,0.626445974,855.770000086827,373.655000097928,29.9999999901904,0,1.5
378,"SUPER HOT","ST","KNIT BOTTOMS",11.31331598,740.71,70,315.672,11.31331598,740.709999986712,315.672000011945,70.0000000002436,7,15
378,"SUPER HOT","ST","KNIT TOPS",11.31331598,6511.01,583,3337.404,11.31331598,6511.01000044925,3337.40400022152,582.999999944845,7,20.25
378,"SUPER HOT","ST","SKIRTS",2.754870746,536.66,26,351.828,2.754870746,536.659999992277,351.828000019662,26.0000000032377,1.25,6
378,"SUPER HOT","ST","SWEATERS",2.754870746,2940.25,153,1460.197,2.754870746,2940.24999980474,1460.19699958024,152.999999988213,1.25,6
378,"SUPER HOT","ST","WOVEN TOPS",3.97196578,3543.38,247,1867.369,3.97196578,3543.38000008206,1867.36899990843,246.999999983452,1.5,7.75
379,"SUPER HOT","ST","CAPRIS",0.399294314,193.25,9,90.564,0.399294314,193.249999931018,90.5640000353074,8.99999999304635,0,2.75
379,"SUPER HOT","ST","CAREER LONG BTMS",2.302524079,1500.5,68,675.253,2.302524079,1500.49999970873,675.252999923496,67.9999999913448,1,4.5
379,"SUPER HOT","ST","DENIM LONG BTMS",0.704249861,311.22,16,139.858,0.704249861,311.220000021691,139.858,16.0000000051367,0.25,4.25
379,"SUPER HOT","ST","DRESSES",1.345972865,1579.02,62,858.823,1.345972865,1579.01999954467,858.823000027979,61.9999999957363,0.5,4.5
379,"SUPER HOT","ST","JACKETS",0.615395907,860.92,31,354.242,0.615395907,860.919999706892,354.241999967865,30.9999999990836,0,1.75
379,"SUPER HOT","ST","KNIT BOTTOMS",11.39743934,500.71,46,216.278,11.39743934,500.709999969711,216.27800001636,46.0000000008618,7,15.25
379,"SUPER HOT","ST","KNIT TOPS",11.39743934,6483.99,571,3233.572,11.39743934,6483.98999964788,3233.57199980787,571.000000046198,7,20.25
379,"SUPER HOT","ST","SKIRTS",3.290887201,642.08,33,402.997,3.290887201,642.079999999619,402.997000007594,32.9999999972602,1.25,6
379,"SUPER HOT","ST","SWEATERS",3.290887201,2379.9,127,1153.093,3.290887201,2379.89999997377,1153.09299966108,126.999999988431,1.25,6
379,"SUPER HOT","ST","WOVEN TOPS",3.628751621,2456.38,168,1323.381,3.628751621,2456.37999970357,1323.38099972779,168.00000000102,1.75,7.75
380,"SUPER HOT","ST","CAPRIS",0.455249876,326.43,14,174.03,0.455249876,326.430000170416,174.030000071311,14.0000000030969,0,2.75
380,"SUPER HOT","ST","CAREER LONG BTMS",1.996296869,1253.61,51,647.472,1.996296869,1253.60999978207,647.472000080527,50.9999999998335,1,4.5
380,"SUPER HOT","ST","DENIM LONG BTMS",0.624006295,115.23,6,47.557,0.624006295,115.230000061371,47.557,5.99999999958501,0.25,4.25
380,"SUPER HOT","ST","DRESSES",1.363133249,1489.01,60,773.897,1.363133249,1489.00999982165,773.897000017243,59.9999999913152,0.5,4.5
380,"SUPER HOT","ST","JACKETS",0.582144238,712.73,24,291.626,0.582144238,712.729999392251,291.625999889013,23.9999999902114,0,1.75
380,"SUPER HOT","ST","KNIT BOTTOMS",11.43749903,198.37,17,93.76,11.43749903,198.370000001216,93.7599999676432,16.9999999983873,7,15.25
380,"SUPER HOT","ST","KNIT TOPS",11.43749903,6597.51,598,3323.208,11.43749903,6597.51000020875,3323.20799967137,598.000000029372,7,20.25
380,"SUPER HOT","ST","SKIRTS",3.368587443,354.08,18,221.812,3.368587443,354.080000026212,221.811999968999,17.9999999999723,1.25,6
380,"SUPER HOT","ST","SWEATERS",3.368587443,2784.05,152,1295.685,3.368587443,2784.04999957445,1295.6849999498,152.000000029519,1.25,6
380,"SUPER HOT","ST","WOVEN TOPS",3.863082997,3928.54,257,2026.207,3.863082997,3928.54000033565,2026.20700010787,256.999999960009,1.75,7.75
381,"SUPER HOT","ST","CAPRIS",0.343116544,435.83,19,220.769,0.343116544,435.830000282463,220.769000129585,18.9999999792816,0,3
381,"SUPER HOT","ST","CAREER LONG BTMS",1.802325668,1228.85,52,591.395,1.802325668,1228.85000018252,591.395000099642,51.9999999899131,1,4.75
381,"SUPER HOT","ST","DENIM LONG BTMS",1.562336849,877.99,41,388.394,1.562336849,877.989999913106,388.393999974654,41.0000000048128,0.25,4.5
381,"SUPER HOT","ST","DRESSES",1.074648727,1185.27,45,644.711,1.074648727,1185.27000030067,644.710999947572,44.9999999899326,0.5,4.5
381,"SUPER HOT","ST","JACKETS",0.945498118,896.3,30,370.027,0.945498118,896.299999767299,370.027000103076,29.9999999941075,0,1.75
381,"SUPER HOT","ST","KNIT BOTTOMS",12.22497261,523.15,58,186.086,12.22497261,523.149999987167,186.086000003022,57.9999999996504,7.5,16.5
381,"SUPER HOT","ST","KNIT TOPS",12.22497261,9080.57,801,4509.033,12.22497261,9080.57000051881,4509.03300006041,800.999999976555,7.5,20.25
381,"SUPER HOT","ST","SKIRTS",3.262498602,206.91,10,142.806,3.262498602,206.909999993815,142.805999961903,9.99999999846944,1.25,6
381,"SUPER HOT","ST","SWEATERS",3.262498602,2725.58,140,1401.17,3.262498602,2725.57999994671,1401.17000002284,139.999999989991,1.25,6
381,"SUPER HOT","ST","WOVEN TOPS",4.644602885,3881.8,256,2106.459,4.644602885,3881.80000010534,2106.45899979673,256.00000001755,1.75,8
382,"SUPER HOT","ST","CAPRIS",0.421470245,392,16,212.538,0.421470245,392.000000230302,212.538000053557,16.0000000018325,0,3
382,"SUPER HOT","ST","CAREER LONG BTMS",2.515650525,1673.66,71,817.332,2.515650525,1673.66000031304,817.332000011206,70.9999999886479,1.25,4.75
382,"SUPER HOT","ST","DENIM LONG BTMS",2.198084403,606.66,25,283.855,2.198084403,606.660000069171,283.854999961163,25.0000000017089,0.25,5
382,"SUPER HOT","ST","DRESSES",1.36685142,832.71,31,456.151,1.36685142,832.71,456.151,31,0.5,4.5
382,"SUPER HOT","ST","JACKETS",1.142945352,1286.88,43,548.374,1.142945352,1286.87999951699,548.373999895204,42.9999999959053,0,2
382,"SUPER HOT","ST","KNIT BOTTOMS",14.14266822,555.54,55,219.762,14.14266822,555.539999997871,219.761999988898,55.0000000045922,8.75,19
382,"SUPER HOT","ST","KNIT TOPS",14.14266822,7412.17,661,3739.136,14.14266822,7412.16999975642,3739.13600044484,661.00000003674,8.75,20.25
382,"SUPER HOT","ST","SKIRTS",3.642498055,650.36,30,409.496,3.642498055,650.35999998407,409.49600004721,29.9999999977956,1.5,6
382,"SUPER HOT","ST","SWEATERS",3.642498055,2085.69,108,1074.857,3.642498055,2085.68999963173,1074.85700019224,107.999999956073,1.5,6
382,"SUPER HOT","ST","WOVEN TOPS",4.669831778,3720.06,224,2050.822,4.669831778,3720.05999970006,2050.82200004423,224.000000011352,2,8
383,"SUPER HOT","ST","CAREER LONG BTMS",2.613038357,462.59,22,197.693,2.613038357,462.59000007251,197.693000054444,21.9999999977032,1,4.5
383,"SUPER HOT","ST","DENIM LONG BTMS",0.634249389,421.31,17,224.269,0.634249389,421.31000011112,224.269,16.999999993618,0.25,4.25
383,"SUPER HOT","ST","DRESSES",1.664256572,1550.54,61,869.702,1.664256572,1550.53999954972,869.702000042512,61.0000000049701,0.5,4.5
383,"SUPER HOT","ST","JACKETS",0.416496193,79.84,3,28.382,0.416496193,79.8400000405668,28.382000003112,2.99999999994556,0,1.75
383,"SUPER HOT","ST","KNIT BOTTOMS",11.28341761,361.45,43,129.123,11.28341761,361.449999988866,129.123000039225,43.0000000022654,7.25,15.5
383,"SUPER HOT","ST","KNIT TOPS",11.28341761,3745.06,330,1958.015,11.28341761,3745.05999956867,1958.01499988843,330.000000003714,7.25,20.25
383,"SUPER HOT","ST","SKIRTS",3.995598334,262.38,14,165.914,3.995598334,262.379999967768,165.913999985358,14.0000000002063,1.25,6
383,"SUPER HOT","ST","SWEATERS",3.995598334,1470.35,78,722.604,3.995598334,1470.3499996927,722.603999927154,77.999999997492,1.25,6
383,"SUPER HOT","ST","WOVEN TOPS",3.03126275,1689.15,109,883.323,3.03126275,1689.15000005967,883.322999794631,108.999999999405,1.75,8
384,"SUPER HOT","ST","CAREER LONG BTMS",1.884086409,1505.97,65,713.46,1.884086409,1505.96999995639,713.459999961366,64.999999999694,1,4.5
384,"SUPER HOT","ST","DRESSES",1.661337277,1557.04,64,869.351,1.661337277,1557.03999972895,869.350999983777,63.999999997688,0.5,4.5
384,"SUPER HOT","ST","JACKETS",0.631122541,746.07,25,321.774,0.631122541,746.070000182299,321.773999922443,25.0000000100743,0,1.5
384,"SUPER HOT","ST","KNIT BOTTOMS",11.79332905,237.73,26,88.1,11.79332905,237.730000033167,88.1000000011494,26.000000002831,7,15.25
384,"SUPER HOT","ST","KNIT TOPS",11.79332905,5601.97,524,2816.591,11.79332905,5601.97000007688,2816.59099986543,524.000000004975,7,20.25
384,"SUPER HOT","ST","SKIRTS",3.234503022,240.16,12,146.908,3.234503022,240.15999998472,146.9079999663,11.9999999958421,1.25,6
384,"SUPER HOT","ST","SWEATERS",3.234503022,2579.96,139,1221.735,3.234503022,2579.95999962051,1221.73499965973,138.999999965204,1.25,6
384,"SUPER HOT","ST","WOVEN TOPS",3.871813038,2605.42,178,1380.722,3.871813038,2605.42000008571,1380.72199971459,177.999999973752,1.5,7.75
385,"SUPER HOT","ST","CAPRIS",0.439601359,58.47,3,24.828,0.439601359,58.469999998115,24.8279999944399,2.9999999993037,0,2.75
385,"SUPER HOT","ST","CAREER LONG BTMS",2.432339751,2276.94,92,1152.836,2.432339751,2276.94000034762,1152.83600032807,92.0000000088406,1,4.5
385,"SUPER HOT","ST","DENIM LONG BTMS",0.826523216,109.43,7,40.349,0.826523216,109.430000016178,40.349,6.99999999885084,0.25,4.25
385,"SUPER HOT","ST","DRESSES",1.945508494,1119.1,47,590.712,1.945508494,1119.09999986579,590.71200002759,46.9999999974572,0.5,4.5
385,"SUPER HOT","ST","JACKETS",0.603089468,507.39,18,228.65,0.603089468,507.389999857081,228.649999978363,17.9999999981806,0,1.75
385,"SUPER HOT","ST","KNIT BOTTOMS",10.99366704,67.67,9,23.655,10.99366704,67.6700000181249,23.6550000055809,9.00000000194021,7,15.25
385,"SUPER HOT","ST","KNIT TOPS",10.99366704,4036.51,333,2045.373,10.99366704,4036.50999955537,2045.37300008481,333.000000025153,7,20.25
385,"SUPER HOT","ST","SKIRTS",3.329707814,136.46,7,85.296,3.329707814,136.45999998432,85.2959999992582,6.99999999991662,1.25,6
385,"SUPER HOT","ST","SWEATERS",3.329707814,1287.23,71,649.226,3.329707814,1287.22999982149,649.225999928064,70.9999999989497,1.25,6
385,"SUPER HOT","ST","WOVEN TOPS",3.489562854,1715.7,114,905.035,3.489562854,1715.69999998403,905.034999934049,114.000000016541,1.75,7.75
386,"SUPER HOT","ST","CAPRIS",0.323150389,339.49,15,167.472,0.323150389,339.490000056001,167.471999992181,15.0000000047414,0,2.75
386,"SUPER HOT","ST","CAREER LONG BTMS",2.312544969,745.85,31,360.511,2.312544969,745.850000078552,360.511000020885,31.0000000023714,1,4.5
386,"SUPER HOT","ST","DENIM LONG BTMS",1.081656162,371.36,14,188.351,1.081656162,371.360000007402,188.351,13.9999999948434,0,4.25
386,"SUPER HOT","ST","JACKETS",0.676596126,445.37,15,191.241,0.676596126,445.369999977528,191.241000057914,14.9999999961967,0,1.5
386,"SUPER HOT","ST","KNIT BOTTOMS",11.5369177,223.59,32,61.472,11.5369177,223.589999983271,61.4719999961472,32.0000000041944,7,15
386,"SUPER HOT","ST","KNIT TOPS",11.5369177,4598.39,414,2234.131,11.5369177,4598.38999981417,2234.13100038246,414.000000018793,7,20.25
386,"SUPER HOT","ST","SKIRTS",3.359417583,454.83,23,288.489,3.359417583,454.829999983025,288.488999962174,22.999999997202,1.25,6
386,"SUPER HOT","ST","SWEATERS",3.359417583,1975.94,108,901.549,3.359417583,1975.93999966707,901.54900001803,107.999999970354,1.25,6
386,"SUPER HOT","ST","WOVEN TOPS",3.310047385,2014.49,128,1064.428,3.310047385,2014.49000047865,1064.42800015573,128.000000033712,1.5,7.75
387,"SUPER HOT","ST","CAREER LONG BTMS",2.628348309,1984.63,88,907.848,2.628348309,1984.63000014651,907.848000043472,88.000000025755,1,4.5
387,"SUPER HOT","ST","DENIM LONG BTMS",0.558163699,218.75,14,61.204,0.558163699,218.750000127331,NA,14.000000002369,0.25,4.25
387,"SUPER HOT","ST","DRESSES",1.518572129,1688.14,68,946.545,1.518572129,1688.13999980466,946.545000012908,67.9999999979022,0.5,4.5
387,"SUPER HOT","ST","JACKETS",0.575196863,1031.07,38,396.905,0.575196863,1031.06999956161,396.904999760369,38.0000000154448,0,1.75
387,"SUPER HOT","ST","KNIT BOTTOMS",11.83804934,626.43,53,267.035,11.83804934,626.429999959803,267.035000016063,53.0000000022622,7,15.25
387,"SUPER HOT","ST","KNIT TOPS",11.83804934,5738.07,526,2861.804,11.83804934,5738.06999970365,2861.80400023944,526.000000007185,7,20.25
387,"SUPER HOT","ST","SKIRTS",2.908740402,732.8,36,470.167,2.908740402,732.799999956688,470.166999957854,36.0000000030522,1.25,6
387,"SUPER HOT","ST","SWEATERS",2.908740402,2273.28,129,1022.403,2.908740402,2273.27999971263,1022.40300014481,129.000000032209,1.25,6
387,"SUPER HOT","ST","WOVEN TOPS",3.579585035,3378.26,225,1765.548,3.579585035,3378.26000019058,1765.54800025802,225.000000034373,1.75,7.75
388,"SUPER HOT","ST","CAPRIS",0.374846799,306.65,14,149.691,0.374846799,306.650000202186,149.691000152803,13.9999999968127,0,2.75
388,"SUPER HOT","ST","CAREER LONG BTMS",2.495272544,1234.82,50,640.75,2.495272544,1234.81999951236,640.749999983087,49.9999999992285,1,4.5
388,"SUPER HOT","ST","DENIM LONG BTMS",0.468558498,274.76,16,84.07,0.468558498,274.759999837062,84.07,15.9999999943019,0,4.25
388,"SUPER HOT","ST","DRESSES",1.751932283,1478.36,61,777.513,1.751932283,1478.36000013926,777.512999947665,61.0000000026107,0.5,4.5
388,"SUPER HOT","ST","JACKETS",0.417731814,934.31,30,414.89,0.417731814,934.310000454949,414.890000340684,29.9999999954987,0,1.5
388,"SUPER HOT","ST","KNIT BOTTOMS",10.75460878,297.48,29,137.373,10.75460878,297.480000004988,137.373000002189,28.9999999995565,7,15
388,"SUPER HOT","ST","KNIT TOPS",10.75460878,5886.88,567,2972.012,10.75460878,5886.88000029266,2972.01200029807,567.000000005385,7,20.25
388,"SUPER HOT","ST","SKIRTS",3.121076098,536.43,29,333.204,3.121076098,536.430000019118,333.204000044347,28.9999999960707,1.25,6
388,"SUPER HOT","ST","SWEATERS",3.121076098,2119.31,116,1022.626,3.121076098,2119.30999955222,1022.62599990087,115.999999969665,1.25,6
388,"SUPER HOT","ST","WOVEN TOPS",4.305973181,2988.25,204,1600.82,4.305973181,2988.25000014201,1600.81999997386,203.999999993478,1.5,7.75
389,"SUPER HOT","ST","CAREER LONG BTMS",1.703983459,1225.21,51,612.401,1.703983459,1225.2100003921,612.400999994476,51.0000000022218,1,4.5
389,"SUPER HOT","ST","DENIM LONG BTMS",0.522318487,180.27,10,74.779,0.522318487,180.269999975173,74.779,9.99999999571149,0.25,4.25
389,"SUPER HOT","ST","DRESSES",1.378340451,981.5,38,523.052,1.378340451,981.500000318844,523.052000092891,38.0000000047204,0.5,4.5
389,"SUPER HOT","ST","JACKETS",0.699648837,647.33,23,239.354,0.699648837,647.330000086741,239.354000097678,23.000000007798,0,1.75
389,"SUPER HOT","ST","KNIT BOTTOMS",11.29433123,348.74,34,132.076,11.29433123,348.739999981107,132.076000021773,34.0000000027227,7,15.25
389,"SUPER HOT","ST","KNIT TOPS",11.29433123,6272.16,581,3103.984,11.29433123,6272.15999973342,3103.98400021444,581.000000017736,7,20.25
389,"SUPER HOT","ST","SKIRTS",3.638496373,164.44,8,106.386,3.638496373,164.440000032719,106.385999949273,8.00000000021465,1.25,6
389,"SUPER HOT","ST","SWEATERS",3.638496373,2042.32,111,983.315,3.638496373,2042.32000025644,983.315000032079,110.999999963763,1.25,6
389,"SUPER HOT","ST","WOVEN TOPS",4.167263236,1760.81,119,934.276,4.167263236,1760.80999951995,934.276000035344,119.000000000025,1.75,7.75
39,"SUPER HOT","ST","CAPRIS",0.687152898,197.94,9,95.81,0.687152898,197.940000083689,95.8099999497174,9.00000000121057,0,2.75
39,"SUPER HOT","ST","CAREER LONG BTMS",2.775948597,2454.15,110,1136.612,2.775948597,2454.15000018599,1136.61199968962,110.000000030085,1,4.5
39,"SUPER HOT","ST","DENIM LONG BTMS",1.298507737,737.73,34,289.744,1.298507737,737.729999882345,289.74399993906,33.9999999970998,0,4.25
39,"SUPER HOT","ST","DRESSES",1.008984002,1472.61,60,784.565,1.008984002,1472.61000041312,784.56500019658,60.0000000139196,0.5,4.5
39,"SUPER HOT","ST","JACKETS",0.4485754,763.13,27,308.631,0.4485754,763.129999489465,308.631000174816,26.9999999848431,0,1.5
39,"SUPER HOT","ST","KNIT BOTTOMS",10.51107842,345.51,41,117.557,10.51107842,345.51000004197,117.557000001212,40.9999999997218,7,15
39,"SUPER HOT","ST","KNIT TOPS",10.51107842,5535.69,532,2527.95,10.51107842,5535.68999999142,2527.94999977723,531.999999997183,7,20.25
39,"SUPER HOT","ST","SKIRTS",3.310262785,708.61,36,435.229,3.310262785,708.610000007552,435.229000043138,35.9999999971857,1.25,6
39,"SUPER HOT","ST","SWEATERS",3.310262785,2653.31,136,1300.016,3.310262785,2653.30999990879,1300.01600049242,136.000000004484,1.25,6
39,"SUPER HOT","ST","WOVEN TOPS",3.644519801,3068.31,214,1562.462,3.644519801,3068.31000031605,1562.46200025964,214.000000032221,1.5,7.75
390,"SUPER HOT","ST","CAPRIS",0.388801041,20.04,1,8.088,0.388801041,20.0400000038856,8.08799999946719,1.00000000013413,0,2.75
390,"SUPER HOT","ST","CAREER LONG BTMS",1.985755653,1454.15,62,701.965,1.985755653,1454.1499994062,701.964999952529,61.9999999965447,1,4.5
390,"SUPER HOT","ST","DENIM LONG BTMS",0.50231007,417.2,21,158.201,0.50231007,417.199999803074,NA,21.0000000011315,0.25,4.25
390,"SUPER HOT","ST","DRESSES",1.43647633,779.23,36,420.74,1.43647633,779.23,NA,36,0.5,4.5
390,"SUPER HOT","ST","JACKETS",0.433160891,361.55,14,131.838,0.433160891,361.550000079335,131.837999918312,13.9999999961888,0,1.75
390,"SUPER HOT","ST","KNIT BOTTOMS",11.93932325,519.89,57,182.737,11.93932325,519.890000005084,182.737000015575,57.00000000023,7.25,15.5
390,"SUPER HOT","ST","KNIT TOPS",11.93932325,5713.31,488,2937.248,11.93932325,5713.31000031415,2937.24799981653,488.000000013624,7.25,20.25
390,"SUPER HOT","ST","SKIRTS",3.184776314,571.43,29,355.246,3.184776314,571.429999980009,355.245999974667,29.0000000036632,1.25,6
390,"SUPER HOT","ST","SWEATERS",3.184776314,3538.35,191,1747.84,3.184776314,3538.34999960222,1747.8399997131,190.999999982844,1.25,6
390,"SUPER HOT","ST","WOVEN TOPS",4.189396454,2181.09,151,1162.92,4.189396454,2181.08999981504,1162.92000015835,151.000000036436,1.75,8
391,"SUPER HOT","ST","CAPRIS",0.39138173,143.06,7,62.273,0.39138173,143.06000001059,62.2729999442492,6.99999999998997,0,2.75
391,"SUPER HOT","ST","CAREER LONG BTMS",1.897050268,1714.25,70,879.086,1.897050268,1714.24999990628,879.085999786898,70.00000001294,1,4.5
391,"SUPER HOT","ST","DENIM LONG BTMS",1.206376627,262.85,12,103.772,1.206376627,262.850000042147,103.772,11.9999999972439,0.25,4.25
391,"SUPER HOT","ST","DRESSES",1.106612656,1189.63,44,678.086,1.106612656,1189.62999980837,678.085999871511,44.0000000015203,0.5,4.5
391,"SUPER HOT","ST","JACKETS",0.54026027,434.61,14,203.405,0.54026027,434.609999779955,203.40499997966,14.0000000037045,0,1.75
391,"SUPER HOT","ST","KNIT BOTTOMS",11.30862975,204.64,15,109.523,11.30862975,204.639999978895,109.522999975699,14.9999999978455,7.25,15.5
391,"SUPER HOT","ST","KNIT TOPS",11.30862975,5432.58,475,2775.04,11.30862975,5432.58000002742,2775.03999983663,474.999999955725,7.25,20.25
391,"SUPER HOT","ST","SKIRTS",3.829401633,344.68,18,217.208,3.829401633,344.679999985456,217.207999972375,18.0000000030455,1.25,6
391,"SUPER HOT","ST","SWEATERS",3.829401633,1759.11,99,850.983,3.829401633,1759.11000049779,850.982999968866,98.9999999992203,1.25,6
391,"SUPER HOT","ST","WOVEN TOPS",3.778752233,2236,147,1178.709,3.778752233,2235.99999963509,1178.70899971574,147.000000011076,1.75,8
392,"SUPER HOT","ST","CAPRIS",0.56743889,229.61,9,125.317,0.56743889,229.610000029278,125.31700002689,9.00000000305056,0,2.75
392,"SUPER HOT","ST","CAREER LONG BTMS",2.0909532,1144.74,48,567.694,2.0909532,1144.74000001902,567.694000102372,48.0000000082268,1,4.5
392,"SUPER HOT","ST","DENIM LONG BTMS",0.956075421,177.65,9,56.869,0.956075421,177.65000005635,56.8689999921096,9.00000000050291,0.25,4.25
392,"SUPER HOT","ST","DRESSES",1.300380789,1206.76,46,708.033,1.300380789,1206.75999987132,708.032999809734,46.0000000013446,0.5,4.5
392,"SUPER HOT","ST","JACKETS",0.490598207,656.06,23,257.777,0.490598207,656.059999962938,257.77700001029,22.9999999969813,0,1.75
392,"SUPER HOT","ST","KNIT BOTTOMS",11.13894362,341.12,30,151.63,11.13894362,341.120000023581,151.629999993274,30.0000000033844,7,15.25
392,"SUPER HOT","ST","KNIT TOPS",11.13894362,5619.65,516,3052.481,11.13894362,5619.64999967281,3052.48099993776,515.999999982171,7,20.25
392,"SUPER HOT","ST","SKIRTS",3.339614298,505.23,23,332.415,3.339614298,505.229999947465,332.414999988247,23.0000000007791,1.25,6
392,"SUPER HOT","ST","SWEATERS",3.339614298,2373.93,119,1232.193,3.339614298,2373.92999955682,1232.19299973376,118.999999970765,1.25,6
392,"SUPER HOT","ST","WOVEN TOPS",4.175995578,2125.13,141,1163.607,4.175995578,2125.12999989863,1163.6069998165,141.000000008182,1.75,8
393,"SUPER HOT","ST","CAPRIS",0.6993601,485.06,19,266.531,0.6993601,485.059999919945,266.531000021035,18.9999999946441,0,2.75
393,"SUPER HOT","ST","CAREER LONG BTMS",2.396608114,1396.23,52,758.687,2.396608114,1396.22999997071,758.687000095622,52.0000000070122,1,4.5
393,"SUPER HOT","ST","DENIM LONG BTMS",0.6993601,249.02,9,154.997,0.6993601,249.020000033166,154.997,9.00000000265433,0.25,4.25
393,"SUPER HOT","ST","DRESSES",1.435616897,2848.61,102,1681.523,1.435616897,2848.60999995495,1681.52299959165,102.000000016525,0.5,4.5
393,"SUPER HOT","ST","JACKETS",0.540033459,1362.47,42,629.213,0.540033459,1362.47000037321,629.21299964316,41.9999999927464,0,1.75
393,"SUPER HOT","ST","KNIT BOTTOMS",11.47151819,438.45,35,200.986,11.47151819,438.449999986699,200.986000034224,35.0000000013355,7,15.25
393,"SUPER HOT","ST","KNIT TOPS",11.47151819,8869.44,717,4859.399,11.47151819,8869.43999611161,4859.39899997834,716.999999962848,7,20.25
393,"SUPER HOT","ST","SKIRTS",2.983601004,863.83,41,567.722,2.983601004,863.830000021373,567.721999945557,41.0000000027242,1.25,6
393,"SUPER HOT","ST","SWEATERS",2.983601004,4051.81,196,2203.429,2.983601004,4051.80999974802,2203.42899969242,195.999999967038,1.25,6
393,"SUPER HOT","ST","WOVEN TOPS",3.833902133,3830.55,253,2125.737,3.833902133,3830.55000032654,2125.7369998042,253.000000022046,1.75,7.75
394,"SUPER HOT","ST","CAPRIS",0.474670034,24.99,1,11.812,0.474670034,24.9900000023801,11.8120000009517,0.99999999990106,0,2.75
394,"SUPER HOT","ST","CAREER LONG BTMS",2.427598175,282.36,12,139.161,2.427598175,282.36000005642,139.16100003078,11.9999999964511,1,4.5
394,"SUPER HOT","ST","DENIM LONG BTMS",0.51148118,73.9,3,37.254,0.51148118,73.9000000044376,37.254,2.99999999852924,0.25,4.25
