,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135
702,963,27004.41,21872,78969,2905,865,3776,12333.429,0.456719069,381,3975.48,4200,9432,268,150,319,1259.73,0.316874943,18,4473.75,8874,8534.8,227,229,232,1947.65,0.435350657,22,5817.96,9490,11180,513,365,430,1954.098,0.335873399,24,17031.4,8006,52230,853,277,1770,9756.24,0.572838404,235,7507.27,5624,20974,479,173,730,3157.43,0.420582982,89,5049.62,8676,14146,570,337,632,2430.824,0.48138751,114,10284.91,1984,32190,1260,94,1534,2865.46,0.278608175,122,9666.33,1240,35388,912,43,1335,2623.12,0.271366692,99,2834.85,0,10356,209,0,360,1153.3,0.406829286,58,30096.76,8740,114948,4966,483,6564,14564.391,0.4839189,278,16141.78,6260,54644,1979,313,2593,7600.201,0.470840329,176,7184.5,4003.5,23724.6,554,126,768,1573.99,0.219081356,85,3939,65,17700,137,1,219,1761.8,0.447270881,28,3411.28,0,10236,363,0,402,1339.63,0.392705964,28
703,964,22680.69,19748,61217,2512,801,2961,10092.419,0.444978482,366,3855.43,2232,8120,256,80,283,1219.94,0.316421255,23,5956.83,4522,12765.6,289,116,343,2782.4,0.467094075,20,6678.79,3276,19214,600,126,739,2133.146,0.319391087,24,19825.09,4856,38088,998,164,1271,11458.71,0.577990314,162,7719.85,3848,18978,486,121,658,3307.01,0.428377494,80,8182.4,6834,23408,933,272,1071,4061.299,0.496345693,136,8716.39,1768,29126,1072,84,1357,2187.84,0.251002996,131,8833.97,840,32302,833,32,1190,2356.02,0.266700023,104,2424.15,0,10248,174,0,354,994.69,0.410325269,60,37242.34,6580,138344,6163,355,7873,17877.418,0.480029397,280,14769.96,2060,54740,1812,103,2574,6779.834,0.459028596,169,8232.63,4133.5,27305.5,639,131,855,1731.24,0.210290029,83,4370,-56,19765,142,-1,243,2039.55,0.466716247,26,2793.21,0,8108,280,0,318,1181.55,0.423007937,27
704,967,15371.41,22120,35806,1647,894,1787,7212.503,0.469215446,360,5594.74,4340,12148,367,155,412,1946.75,0.347960763,19,5590.82,3048,11348.8,259,78,301,2756.85,0.49310298,19,6891.06,3614,15808,583,139,608,2508.456,0.364015986,22,14318.31,4666,33042,717,166,1140,8538.25,0.596316884,156,3692.37,4354,11840,228,137,424,1661.27,0.449919699,68,3909.2,5270,11580,436,211,522,2003.543,0.512519953,115,4788.37,3030,15948,573,142,740,1361.82,0.284401581,117,-89.22,98,0,-5,3,0,-48.97,0.548867967,12,3655.58,0,10140,257,0,348,1514.59,0.414322761,58,20629.24,13956,70872,3280,754,4080,10296.358,0.499114752,264,11704.48,6480,34736,1371,324,1640,5659.544,0.48353656,172,4309.08,4342.5,15915.6,320,140,494,1046.59,0.242880151,78,4184.5,0,13190,122,0,153,2109.01,0.504005257,12,1664.37,0,4774,165,0,186,686.82,0.412660646,24
705,968,11455.79,20566,32487,1157,830,1578,5313.849,0.463857054,369,1464.18,2100,2624,92,75,87,546.18,0.373027906,16,2348.25,5028,6422.8,119,129,172,1054.23,0.44894283,20,3549.05,5694,7878,311,219,303,1240.65,0.349572421,22,6747.33,6954,22674,333,230,774,3931.71,0.582706048,160,2415.39,5188,10818,144,165,394,1137.69,0.471017103,70,2021.99,7344,10626,218,292,483,1026.608,0.507721601,113,5367.89,3916,16074,653,190,754,1423.55,0.265197312,126,4977.02,3732,16538,475,132,615,1241.58,0.24946253,97,1836.96,0,10140,130,0,348,850.723,0.463114602,59,21367.03,11020,74448,3405,603,4211,10188.427,0.476829349,276,8878.12,5320,32896,1047,266,1540,4189.936,0.471939555,173,4569.61,4100.5,15837.6,340,132,505,1103.74,0.241539212,81,2351.49,596,7970,73,7,93,1071.99,0.455876912,13,1319.21,0,4060,125,0,159,578.86,0.438792914,26
706,969,13918.14,23388,41222,1411,974,1937,6624.547,0.475964964,369,1842.26,1876,4348,116,67,140,725.51,0.393815205,13,2847.54,4512,7020.8,145,116,189,1261.27,0.442933198,19,3182.73,3770,10556,271,145,406,1144.144,0.359485096,21,9611.81,5938,26082,484,188,916,5797.91,0.603206888,165,5214.66,4998,15586,306,159,561,2409.82,0.462124089,84,4265.36,5886,13404,461,237,598,2182.835,0.511758679,114,7230.96,2796,24698,856,137,1147,1995.41,0.275953677,130,5775.53,4088,20818,516,146,764,1631.13,0.282420834,99,2106.22,0,10368,142,0,354,928.42,0.440799157,58,24763.45,13204,97424,3871,722,5553,12408.058,0.501063382,280,13675.72,7260,44012,1573,363,2077,6737.161,0.492636658,180,2829.67,4328.5,14923.1,215,141,463,615.04,0.217353967,86,2817.1,540,9430,80,6,111,1452.6,0.515636648,16,2327.65,112,6940,221,3,270,1030.5,0.442721199,28
707,970,21762.37,25384,63849,2284,1036,3177,10360.286,0.476064234,364,5359.08,2352,11424,349,84,401,1704.33,0.318026602,24,7270.73,3354,15781.6,354,85,425,3420.52,0.470450698,20,7578.87,3094,20930,654,119,805,2630.096,0.347030098,24,25846.23,12998,67440,1333,426,2335,15104.05,0.584381165,231,5955.79,5372,19784,380,167,679,2518.8,0.422916187,83,8569.83,9184,26740,965,367,1237,4327.022,0.5049134,133,11094.56,2822,37150,1363,130,1777,3066.91,0.276433676,129,8968.36,5358,37292,845,185,1391,2662.57,0.296884826,102,3552.77,0,12768,266,0,438,1529.83,0.430602037,63,43012.91,24888,153252,6956,1390,8799,21232.178,0.49362338,280,20408.78,11760,64644,2467,588,3047,9334.614,0.457382264,181,5997.39,4140.5,20748.8,448,133,649,1453.27,0.242317075,84,4245.2,0,20200,131,0,232,1888.7,0.444902478,15,2190.41,0,6444,216,0,251,905.36,0.413329011,26
708,971,14136.36,23704,42869,1535,995,2186,6573.901,0.465034917,368,2958.72,1652,7524,193,59,262,954.97,0.322764574,18,4814.65,4510,11266.8,229,115,299,2293.06,0.476267226,19,4808.82,4446,12350,407,171,475,1738.556,0.361534846,22,17394.13,6158,34692,896,219,1219,10254.94,0.589563261,160,5622.04,4698,15494,356,150,560,2427.79,0.431834352,76,5099.59,8300,14250,546,332,650,2569.37,0.503838544,115,7655.63,3484,23690,915,166,1118,2162.66,0.282492754,124,6079.63,3856,24834,581,140,929,1632.33,0.268491668,101,2879.78,0,10368,210,0,354,1220.89,0.423952524,58,30133.2,22568,107788,4781,1259,6254,15309.656,0.508066053,279,14297.94,10340,45222,1676,517,2140,6922.729,0.484176672,172,4228.35,4494,15478,310,146,467,1035.46,0.244885121,72,3689.14,0,17330,125,0,205,1682.52,0.456073773,16,2285.73,0,6992,223,0,271,971.33,0.424953953,26
709,973,26017.09,32678,80299,2703,1395,3754,11956.28,0.459554854,392,4005.24,5740,6772,265,205,236,1310.24,0.327131458,23,6452.59,4300,13419.6,302,110,360,3143.44,0.48715942,20,5519.47,4602,13988,474,177,538,1960.886,0.355267082,23,11507.13,6804,29226,558,220,978,6604.95,0.573987606,160,6745.66,5228,17510,444,168,614,2831.45,0.419743954,78,5812.75,11464,22188,636,450,1014,2964.211,0.509949852,133,11049.61,4112,31740,1331,186,1482,2953.99,0.267338847,139,10754.01,7650,31950,992,268,1162,2849.77,0.264996034,106,3492.76,0,11376,244,0,396,1506.78,0.431400955,58,41391.17,23108,139196,6661,1297,8002,20482.958,0.494862986,270,22626.74,9940,67822,2640,497,3204,10926.769,0.482913977,182,8306.04,4144,26491.5,606,127,843,2061.53,0.248196493,85,4722.36,576,24210,155,7,274,2102.58,0.445239245,24,2996.35,0,9292,321,0,365,1145.61,0.382335174,28
710,974,15335.06,16884,35010,1606,657,1714,7435.558,0.484873095,356,1309.11,28,4128,86,1,129,592.11,0.452299654,7,7880.74,8694,19770.8,361,211,520,3828.26,0.485774179,31,6711.68,3978,14144,534,153,544,2763.612,0.411761586,22,11693.91,5106,26556,561,161,901,6964.11,0.59553306,153,-16.5,20,0,-1,1,0,-9.4,0.56969697,2,3613.95,4002,10206,377,161,467,1987.318,0.549901908,94,4676.89,2986,14550,532,137,670,1345.08,0.287601376,105,-19.67,24,0,-2,1,0,-7.67,0.38993391,4,11998.49,8342,27470,785,271,998,5924.384,0.493760798,139,19131.32,12184,64908,2939,666,3728,9673.834,0.505654288,262,9883.87,4760,32014,1138,238,1518,4892.204,0.494968469,174,227.21,772,0,15,27,0,86.32,0.379912856,8,3563.11,720,13386,139,12,201,1749.05,0.490877352,13,1380.33,0,3886,134,0,153,608.83,0.441075685,23
711,975,16091.33,16310,38989,1646,653,1849,7776.475,0.483271116,364,1317.7,0,5652,86,0,179,607.7,0.461182363,8,9033.96,9474,20122.8,404,231,523,4374.89,0.484271571,32,7948.21,4992,15132,632,192,582,3256.39,0.409701052,23,13528.13,7416,31956,678,248,1183,8069.97,0.596532558,163,0,0,0,0,0,0,0,0,0,2915.67,4344,6366,315,169,294,1547.378,0.530710952,69,5128.12,3482,14490,571,164,677,1644.68,0.320717924,118,2.76,0,0,-1,0,0,12.51,4.532608696,4,14834.71,8066,36142,985,265,1319,7099.812,0.478594593,139,22570.58,10872,75000,3447,589,4300,11410.04,0.505527107,271,12050.1,6324,38064,1370,313,1804,6012.773,0.49898117,177,217.63,1072,0,13,37,0,90.12,0.414097321,10,3375.64,720,14364,116,12,190,1699.64,0.503501558,11,1321.8,0,4996,120,0,195,607.95,0.45994099,23
712,976,18927.04,21996,55736,2025,880,2823,8772.973,0.46351532,381,742.05,28,1600,47,1,50,354.55,0.477797992,11,11781.07,11450,21702.8,544,277,567,5589.7,0.474464544,31,7411.4,4472,17732,595,172,682,3017.594,0.407155733,22,11794.67,7430,29568,597,240,1066,6770.87,0.574061843,158,0,0,0,0,0,0,0,0,0,2947.98,4964,11774,337,196,556,1463.311,0.49637752,91,4724.83,4168,15068,554,189,706,1346.48,0.284979565,105,-69.39,26,0,-1,1,0,-31.99,0.461017438,7,18545.99,12168,54574,1210,392,1918,8603.212,0.463885293,142,27765.92,13704,82206.4,4470,752,4822,13905.652,0.500817261,281,14336.9,7628,44114,1671,379,2090,7072.774,0.493326591,177,374.87,1072,0,23,37,0,164.35,0.438418652,12,3818.48,720,10732,157,12,157,1819.98,0.476624206,13,1271.54,0,4358,124,0,170,537.24,0.422511286,24
713,977,17620.15,21858,39221.4,1827,855,1878,8413.246,0.477478682,373,1325.55,0,4504,85,0,143,637.8,0.481158764,11,9842.06,11510,11064.8,433,280,294,4861.79,0.493980935,27,5610.61,5902,12012,483,227,462,2059.446,0.367062761,22,9537.87,6314,26796,457,213,899,5566.45,0.583615629,159,-228.16,68,0,-12,2,0,-108.31,0.474710729,17,3382.52,5054,10954,364,199,510,1795.025,0.530676833,94,6252.43,3518,16892,717,165,781,1825.84,0.292020862,127,6822.21,3510,20344,615,127,746,1984.4,0.290873485,107,9988.03,7614,23158,639,251,817,4864.352,0.487018161,139,25938.55,13420,85636,3960,741,4858,13061.825,0.503568048,280,14226.84,7932,41752,1673,395,1975,6862.039,0.48233051,179,95.73,580,0,8,19,0,41.91,0.437793795,8,2903.53,720,9252,131,12,138,1346.12,0.463614979,19,1649.77,0,4956,154,0,194,742.7,0.450183965,25
714,978,20614.22,26116,54148.4,2067,1038,2542,9833.164,0.477008783,395,958.56,140,3232,59,5,101,472.81,0.493250292,10,7736.68,12022,10796.8,355,290,292,3723.63,0.481295594,32,6652.49,5538,13884,540,213,534,2665.848,0.400729351,24,12979.35,5130,30390,635,170,1038,7685.1,0.59210207,155,25.09,100,0,0,3,0,23.89,0.95217218,7,4155.28,4854,11266,433,187,525,2248.133,0.541030448,91,7464.57,3606,21530,821,168,984,2246.41,0.300942988,121,8023.6,4178,24406,715,149,882,2311.18,0.288047759,100,12457.25,8780,27838,783,287,998,6257.048,0.502281643,138,30565.5,14996,93572,4626,807,5341,15429.122,0.504788798,279,15867.61,8988,45318,1828,449,2138,7804.868,0.491874202,175,74.27,602,0,8,20,0,30.64,0.412548808,11,4532.85,765,13890,198,13,210,2189.63,0.48305812,30,2295.74,0,6062,232,0,237,988.89,0.430749998,24
715,980,22789.26,24460,49320,2371,957,2410,11069.791,0.485745961,365,793.13,0,2404,52,0,77,365.63,0.460996306,8,13583.27,13500,23478.8,608,322,614,6663.92,0.490597625,33,8458.74,4524,19032,718,174,732,3161.212,0.373721382,23,13506.8,9814,27870,644,321,944,7840.57,0.580490568,157,18.01,26,0,1,1,0,9.86,0.547473626,1,3740.6,6676,11770,385,254,548,1916.837,0.512441052,93,7857.97,3726,23090,861,169,1052,2386.76,0.303737479,115,7703.5,9830,25128,686,352,899,2140.5,0.277860713,96,19855.63,11728,48508,1276,388,1694,9537.555,0.480345121,141,33604.91,15396,105764,5059,848,5997,16937.41,0.504015931,268,17657.78,8008,51608,2004,398,2432,8696.73,0.49251548,181,240.69,818,0,19,27,0,61.04,0.253604221,10,3267.88,720,9672,132,12,143,1628.62,0.498372033,15,1643.39,0,4698,154,0,184,751.89,0.457523777,24
716,981,28605.68,34802,60509.4,2966,1396,2936,13116.097,0.458513729,387,534.67,28,1504,34,1,47,252.42,0.472104289,9,10994.85,15554,17894.8,487,367,466,5353.7,0.486927971,35,5177.85,9100,9490,429,350,365,2049.242,0.395770832,21,10043.62,5738,23946,507,195,834,5826.15,0.580084671,156,-5.27,24,0,2,1,0,-17.27,3.277039848,2,5236.48,15040,11410,525,559,514,2702.938,0.516174606,96,4777.88,3656,13820,524,174,631,1367.35,0.286183412,119,-34.1,128,0,-2,4,0,-7.1,0.208211144,8,5571.09,5822,17212,361,198,600,2796.508,0.501967838,109,33158.94,24976,85820,4978,1339,4778,16331.671,0.492526932,279,13324.72,13908,37154,1520,691,1735,6432.391,0.482741176,178,94.67,462,0,8,17,0,39.66,0.418928911,11,3142.59,720,8436,126,12,120,1486.47,0.473007933,17,1711.4,0,4936,170,0,193,718.4,0.419773285,24
717,982,15467.68,23468,44587,1667,989,2205,7002.328,0.452707064,359,6020.62,6608,11464,420,236,396,1744.39,0.289735941,23,5160.64,3486,11608.8,255,89,309,2326.12,0.450742544,19,6517.4,2704,18200,585,104,700,2096.464,0.321671832,22,17288.44,6832,35958,879,227,1206,10048.76,0.58124157,165,5927.91,4384,16288,377,137,569,2432.72,0.410384098,80,5674.01,6274,14604,606,241,647,2850.323,0.502347194,112,7253.09,3226,24702,890,153,1152,1742.37,0.240224511,125,6466.17,4062,22656,608,141,851,1737.02,0.268631972,95,3572.98,0,10140,244,0,348,1537.12,0.430206718,58,26520.39,21000,98856,4430,1169,5640,12660.848,0.477400521,280,11884.78,9660,40682,1438,483,1908,5517.705,0.464266482,176,4857.91,3822,17450.4,356,124,544,1196.66,0.24633227,80,3616.39,-104,18140,123,-2,216,1800.44,0.497855596,28,1138.01,0,3724,120,0,146,427.71,0.375840283,25
718,983,34198.67,37144,82719,3550,1433,3911,15870.86,0.464078281,395,1313.47,84,4416,85,3,138,605.47,0.460969798,8,13269.04,12310,23685.6,596,291,615,6421.73,0.483963422,34,7193.73,7202,14716,616,277,566,2660.818,0.36988016,22,17332.66,10746,55638,855,356,1912,10065.27,0.580711212,227,-204.23,0,0,-9,0,0,-110.13,0.539244969,7,4821.04,12016,15088,546,448,711,2394.932,0.496766673,98,7876.95,4282,22324,939,195,1037,2013.96,0.255677642,121,8525.01,5134,29710,785,180,1090,2227.1,0.261243095,98,16497.43,11152,43146,1125,368,1580,7634.75,0.462784203,141,42833.12,20436,133550.4,6722,1102,7605,20743.787,0.484293159,287,22860.24,11752,65498,2759,586,3080,10503.741,0.45947641,184,-6.67,586,0,3,19,0,-3.13,0.469265367,13,4291.83,720,16392,202,12,261,1867.7,0.435175671,16,2977.16,0,8776,306,0,342,1209.4,0.406226068,24
719,985,16846.97,22858,47249,1775,933,2376,7691.684,0.456561862,362,5301.3,5012,11520,371,179,400,1505.81,0.284045423,19,4674.64,4206,11308.8,233,107,301,2132.65,0.456216949,19,7744.51,3536,17550,653,136,675,2830.15,0.365439518,22,34464.84,15994,81558,1767,510,2865,20101.7,0.583252381,240,8623.97,5616,26960,549,169,999,3582.29,0.415387577,111,7776.92,6410,24444,897,257,1121,3836.052,0.493261085,134,6615.53,4728,22132,840,221,1066,1809.3,0.273492827,141,8090.19,5242,32986,779,190,1234,2308.12,0.285298615,102,4418.43,0,13260,297,0,462,1962.63,0.444191715,60,33228.23,19624,118620,5517,1079,6844,16158.343,0.486283591,285,12778.39,8120,44850,1541,406,2107,5949.824,0.465616091,175,4200.74,4072,18047.3,314,130,581,1047.1,0.249265606,86,3185.09,55,18458,112,1,233,1620.78,0.508864742,28,1260.87,28,4328,134,1,169,468.32,0.371426079,30
720,986,11013.51,19390,33386,1160,765,1642,5126.885,0.465508725,357,1752.88,2044,3636,113,73,119,658.63,0.375741637,15,3490.79,5234,5874.8,161,135,162,1725.16,0.494203318,18,2948.43,5096,7176,248,196,276,1082.778,0.367238836,21,8893.77,5718,25638,449,195,870,5232.81,0.588368037,160,5295.96,4724,14042,323,149,505,2325.06,0.439025219,76,4143.59,5892,12022,446,239,544,2151.063,0.519130271,110,4371.34,3726,14716,520,175,695,1304.89,0.298510297,114,-94.52,0,0,-7,0,0,-41.67,0.440859077,13,2391.33,0,9972,153,0,342,1111.53,0.46481665,58,20764.13,14704,79512,3290,822,4547,10287.572,0.495449219,274,10106.33,6580,34976,1165,329,1653,4938.455,0.488649688,173,4971.87,4268.5,18076.4,375,140,585,1240.5,0.249503708,84,2157.63,540,10340,71,6,122,1047.13,0.485314906,14,1316.83,0,4358,139,0,172,499.43,0.379266876,27
721,987,15562.46,21012,47692,1693,859,2451,7119.957,0.457508453,361,3006.94,1652,9812,202,59,333,978.44,0.325393922,23,5353.01,3668,12600.8,266,94,341,2514.22,0.469683412,20,6984.58,2054,19526,590,79,751,2508.49,0.359146864,24,12929.7,7912,29232,647,260,983,7582.67,0.586453669,158,1571.08,3576,2466,87,116,76,732.43,0.466195229,24,4635.28,6462,14660,526,264,677,2364.247,0.51005484,110,6725.2,3788,19250,837,174,914,1729.49,0.257165586,122,6393.96,5646,23300,593,196,876,1750.31,0.273744284,99,2954.69,0,10344,213,0,354,1186.5,0.40156497,58,33305.47,22508,115980,5494,1274,6740,16204.153,0.486531281,270,16506.59,8280,54254,1973,414,2563,7836.266,0.474735606,180,5158.7,5179.5,25131.2,386,177,796,1322.82,0.256425068,92,2996.02,0,13780,91,0,160,1479.96,0.493975341,16,2160.5,0,7614,204,0,298,945,0.43739875,25
722,988,14285.29,24326,50055,1489,1020,2588,6699.377,0.468970318,351,2010.24,1764,4120,130,63,136,705.74,0.351072509,12,4532.68,3960,9906.8,217,102,266,2143.01,0.472790932,19,4842.79,5330,9568,399,205,368,1842.884,0.380541795,22,8894.53,8730,30108,462,291,1174,5273.83,0.592929587,184,6207.38,4514,16462,364,142,599,2926.43,0.471443669,76,3685.31,7218,13108,394,288,598,1905.389,0.51702272,116,7922.55,4694,22012,908,217,1042,2397.3,0.302591968,135,6683.61,5058,26068,609,182,969,1951.02,0.291911108,100,2769.48,0,14244,179,0,576,1334.443,0.481838829,75,27830.42,16892,95576,4359,944,5505,13970.33,0.501980567,297,12960.33,8380,42760,1483,419,2019,6435.845,0.496580334,173,4445.61,4487.5,18785.6,314,147,591,1188.85,0.267421119,84,1812.52,540,8100,57,6,98,883.02,0.487178073,16,2449.11,0,8476,243,0,332,1038.89,0.424190829,25
723,989,15437.43,21576,43776,1623,899,2150,7108.037,0.460441732,366,3428.85,5012,7800,228,179,261,1144.6,0.333814544,20,3566.85,6562,8068.8,171,162,215,1634.71,0.458306349,25,4357.66,5174,10426,368,199,401,1591.858,0.365301102,23,10618.61,7210,25338,534,234,864,6306.77,0.593935553,162,5829.87,4602,17466,343,145,623,2666.27,0.45734639,84,3612.92,6550,14260,383,264,630,1825.015,0.505135735,113,7580.63,3934,21516,891,183,999,2121.29,0.279830304,125,7061.89,4200,24200,664,150,904,2062.2,0.292018142,100,3933.55,0,10356,279,0,360,1750.91,0.445122091,61,24474,17524,95452,3985,977,5499,12061.109,0.492813149,271,13594.29,7460,42958,1604,373,2037,6461.42,0.47530397,174,4799,4477,18057.1,364,143,576,1140.88,0.237732861,82,3213.62,540,13240,100,6,154,1543.12,0.480181229,22,2505.69,0,7136,268,0,278,932.85,0.372292662,31
724,990,15857.07,21818,49200,1803,913,2493,7067.912,0.445726228,361,5261.26,5264,11216,349,188,385,1681.77,0.319651566,20,8681.45,3186,23449.6,413,81,617,4163.71,0.479609973,25,7302.62,3328,17524,633,128,674,2530.546,0.346525767,22,37790.16,13408,85800,1936,437,2943,21694.52,0.574078543,246,5402.53,5208,16518,341,164,592,2319.29,0.429297015,75,6802.71,7942,22630,802,317,1051,3338.629,0.490779263,132,7915.39,3914,25016,988,179,1194,2047.05,0.258616442,131,6704.08,4120,26910,652,140,1026,1712.05,0.255374339,100,4452.06,0,13428,316,0,462,1988.184,0.446576192,62,37158.99,14216,135188,6186,787,7816,18021.781,0.484991142,274,15960.36,8862,52954,1894,443,2501,7672.495,0.480721926,176,6058.28,4602,22588.2,455,146,721,1488.28,0.245660484,86,3843.71,0,15680,124,0,186,1758.06,0.457386223,13,1866.03,0,5668,187,0,221,761.89,0.408294615,29
725,991,19105.63,26210,52621,1992,1065,2533,9032.222,0.472751854,382,2367.5,3192,5440,151,114,188,816.25,0.344772967,20,4002.77,6070,8018.8,184,156,216,1938.17,0.484207187,22,4204.24,6786,9776,344,261,376,1646.79,0.391697429,22,15725.87,9768,35676,750,323,1193,9447.55,0.600764854,182,9153.73,4706,22542,548,146,811,4139.09,0.452175233,98,4137.62,9556,20288,434,381,916,2073.331,0.501092657,134,8326.97,3876,22110,997,184,1065,2480.64,0.29790428,165,10273.42,4172,32670,920,147,1215,3098.92,0.301644438,104,2634.05,0,10140,173,0,348,1161.67,0.441020482,58,34457.69,23164,116400,5452,1280,6726,17172.196,0.498355984,305,14806.41,9800,50236,1717,490,2373,7124.664,0.48118781,183,8984.5,5082,28451.6,696,163,908,2192.95,0.244081474,85,3374.41,652,14010,106,8,168,1849.83,0.54819361,27,2619.79,24,7702,268,1,302,1116.89,0.426328064,35
726,992,8543.97,17918,24348,897,724,1304,4140.079,0.484561509,316,3344.79,2296,8764,223,82,299,1130.31,0.337931529,17,5256.59,4512,9670,246,116,249,2442.07,0.464573041,15,5648.98,4966,11284,435,191,434,2362.15,0.418155136,26,9877.18,5456,24984,510,178,887,5833.11,0.590564311,157,895.41,4676,1292,48,151,40,448.81,0.501234072,23,2586.22,5822,9054,271,234,429,1388.734,0.536974426,100,4834.2,2000,12416,539,94,595,1665.03,0.344427206,93,-40.53,28,0,-3,1,0,-13.08,0.322723908,5,2141.54,144,9420,150,4,330,1002.79,0.468256488,56,16582.98,11632,48832,2575,638,2876,8655.154,0.521929955,271,8703.27,4700,27108,1000,235,1284,4411.102,0.506832719,170,9776.07,7290,46265.5,760,257,1521,2543.18,0.260143391,109,1868.11,0,8220,56,0,96,985.61,0.527597411,15,1474.94,0,3808,138,0,149,663.74,0.450011526,24
727,993,12434.78,14218,34680,1417,599,1882,5713.901,0.459509617,321,2872.29,228,9376,200,8,313,1102.28,0.383763478,14,6719.35,2946,18620,314,75,478,3190.38,0.474804855,20,5499.78,2626,14768,441,101,568,2179.682,0.396321671,26,21361.28,3456,48438,1162,150,1814,12774.83,0.598036728,182,437.03,1058,598,28,46,27,239.53,0.548085944,12,4561.66,3036,12072,524,136,598,2546.674,0.558277908,87,5708.17,2688,17034,663,122,810,1733.67,0.303717303,94,150.19,28,0,13,1,0,42.44,0.282575404,7,6782.85,7812,11992,452,256,420,3438.386,0.506923491,97,23065.43,10280,69548,3645,590,4076,12117.895,0.525370435,283,12170.16,2560,34888,1374,128,1649,6497.568,0.533893392,161,6090.34,5497.5,19732.5,479,194,646,1569.46,0.257696615,77,1912.53,0,6048,96,0,105,862.03,0.45072757,11,1346.8,0,3558,130,0,139,578.9,0.42983368,23
728,994,26490.92,35282,57003,2705,1338,2790,12600.789,0.475664454,400,808.06,0,2528,52,0,79,390.56,0.483330446,10,11378.57,10402,23908.8,525,252,616,5361.47,0.471190141,32,7345.7,8632,14222,633,332,547,2679.766,0.364807438,22,9808.17,6468,22986,492,212,796,5572.81,0.568180405,161,-6.01,0,0,1,0,0,3.24,-0.539101498,3,4104.31,12042,11320,407,436,528,2205.034,0.537248405,99,5748.19,3526,16048,645,169,731,1702.66,0.296208024,134,5020.03,4544,15308,449,161,574,1516.59,0.302107756,105,4885.55,7152,15578,315,241,547,2354.404,0.48191176,114,31390.14,17536,94444,4783,939,5403,15684.796,0.4996727,306,16425.54,9560,46546,1875,476,2190,8035.084,0.489182334,179,-303.19,404,0,-14,16,0,-134.18,0.44256077,15,3344.97,1592,8652,142,27,131,1609.46,0.481158276,23,1199.13,0,3918,119,0,153,511.28,0.426375789,30
729,995,10221.31,19928,33196,1104,846,1722,4633.726,0.453339738,320,5773.33,3024,14756,373,108,508,1947.59,0.337342574,19,4998.25,3284,11204,231,84,290,2393.33,0.478833592,14,5456.87,4654,13442,457,179,517,2004.138,0.367268782,23,20427.49,6780,34620,1042,245,1183,12026.17,0.588724802,171,4879.54,5002,11404,314,162,406,2206.7,0.452235252,67,5064.41,5398,13576,559,208,609,2589.331,0.511279892,107,4502.38,2912,13788,522,135,655,1404.69,0.311988326,106,-19.71,20,0,-2,1,0,-3.26,0.165398275,3,3580.69,0,10476,246,0,360,1615.34,0.451125342,62,25542.17,18656,94296,4041,1033,5354,12924.223,0.505995497,261,9983.29,7160,36852,1169,358,1733,4870.334,0.487848595,172,2666.21,4976,10614,194,160,328,775.03,0.29068603,71,2682.26,0,10470,76,0,121,1497.26,0.558208377,19,1032.4,0,3528,108,0,139,411.5,0.398585819,23
730,996,16874.68,22312,48292,1845,955,2395,7619.985,0.45156323,363,6562,3360,15124,421,120,529,2176.73,0.331717464,18,8454.86,3312,24632.8,397,84,646,4133.84,0.488930627,27,5941.19,3926,14664,483,151,564,2301.014,0.387298504,25,23252.01,10260,53406,1176,340,1864,13572.84,0.5837276,228,1647.61,4230,1282,99,137,40,710.31,0.431115373,30,6385.19,6552,15954,718,272,735,3249.338,0.508886658,110,6641.1,3854,18430,794,178,882,1948.41,0.293386638,127,6557.95,6092,21482,589,211,825,2120.65,0.32337087,98,3373.61,26,10140,232,1,348,1502.56,0.445386396,60,31827.87,18008,110892,5182,1008,6394,15742.589,0.494616479,274,14361.89,7140,48718,1691,357,2309,6993.267,0.486932221,173,5135.88,5225,17314.2,389,177,565,1279.23,0.249077081,86,3880.45,720,12850,117,12,152,1939.44,0.499797704,18,1499.17,0,4460,142,0,176,681.67,0.454698266,25
