Store,APT 9,,,,,,,,,CHAPS,,,,,,,,,CROFT & BARROW,,,,,,,,,GLORIA VANDERBILT,,,,,,,,,JENNIFER LOPEZ,,,,,,,,,LEE,,,,,,,,,SONOMA,,,,,,,,,TEKGEAR,,,,,,,,
,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH
695,20282.89,39599.66667,65948,1279,963.1666667,1512,6945.85,0.342448734,134.8333333,11177.4,21535.58333,30411,502,394.3333333,483,1461.41,0.130746864,58.83333333,46957.49,70909.19833,126540,3767,2137,3821,17742.131,0.377833888,227.8333333,7674.37,8218.253333,17030.33,394,210.5,395,2111.67,0.275158743,31.66666667,11864.44,25285.7,38024,570,466,675,5125.907,0.432039523,63.33333333,3199.38,4674.236667,8192.56,134,111.8333333,179,738.88,0.230944746,15.66666667,30922.21,45727.49667,80270,2785,1531.666667,2565,9698.471,0.31364094,142.1666667,13991.94,19340.16667,44348,1209,633.6666667,1375,6145.61,0.439225011,75.5
696,16119.37,20271.16667,47458,976,475.3333333,1088,5970.994,0.370423534,105,15418.08,26306.65,38691,661,507.3333333,607,2606.81,0.169074878,64.66666667,35186.95,56157.26333,101250,2900,1743.166667,2961,12648.385,0.359462386,227.5,5242.73,8771.415,12484.56,256,223.8333333,286,1456.98,0.277904832,32,5622.63,10980.76667,19612,247,206.1666667,346,2711.463,0.482241051,39.83333333,2933.17,5755.041667,6356.96,131,143,139,555.42,0.189358271,19.16666667,16437.43,25799.9,45554.4,1433,874,1347,5270.394,0.3206337,124.5,6548.24,11451.36667,21944,587,404.1666667,686,2799.233,0.427478681,68.33333333
697,17536.36,27098.26667,56074,1078,715.8333333,1261,6219.817,0.354681188,119.6666667,21408.65,34221,50132,1005,700.6666667,788,2438.71,0.113912367,70,45218.65,62419.905,124712,3587,1984,3704,16764.551,0.370744173,236.3333333,7151.98,10981.94667,16713.57,351,285.6666667,385,2151.99,0.300894298,32.83333333,7478.5,13828.93333,22036,326,265.3333333,389,3616.851,0.483633215,48.33333333,3197.55,6699.988333,7105.83,162,170.8333333,156,311.8,0.097512158,22.5,26022.35,36053.82167,70402,2032,1196.666667,2072,9376.184,0.360312731,141,9747.26,18919.03333,38472,769,589.5,1077,4197.241,0.430607268,90.83333333
698,20853.19,30241.13333,62966,1225,855.8333333,1422,8141.353,0.390412834,130,16347.11,27517.48333,39291,727,562,615,2395.53,0.146541499,67.5,41140.03,57675.45333,107736,3273,1926.166667,3216,15266.022,0.371074644,231.1666667,6983.76,9375.965,15918.76,319,238.8333333,366,2400.52,0.34372888,33.66666667,6759.38,13517.5,21636,285,266,384,3390.1,0.501540082,45.66666667,3020.64,6311.021667,6263.03,132,177.6666667,136,588.89,0.194955374,22,28431.7,35317.87667,73246,2276,1276.333333,2204,10715.687,0.376892236,137,9031.17,11930,27132,712,397.5,839,4360.151,0.482789162,68.5
699,20457.44,28587.33333,60104,1191,783,1373,8057.217,0.393852652,123.6666667,20985.39,35693.6,45724,921,691.6666667,708,3327.81,0.158577467,69.66666667,52855.71,64550.73333,123504,4082,2015.166667,3481,20620.293,0.390124227,233,11551.9,12598.10833,25572.07,504,310.5,593,4309.66,0.373069365,37.5,6915.35,13440.2,25408,322,253.1666667,450,3057.094,0.442073648,45.5,14263.81,16545.89333,21394.09,575,415,491,3745.82,0.26261006,27.83333333,30385.69,30973.56667,74968,2325,1006.666667,2151,12044.356,0.396382508,134.3333333,11055.3,11598.4,31628,913,393.3333333,980,5024.606,0.454497481,68.83333333
700,21246.97,30147.83333,47086,1438,770.5,1103,6237.185,0.293556446,135.3333333,12837.45,21778.65,28846,556,408.8333333,458,2237.61,0.174303308,57.83333333,42123.23,48323.10167,95406,3516,1512.333333,2990,15505.144,0.368090101,202,5705.98,8058.481667,10753.96,325,211,246,922.66,0.161700532,34.66666667,11469.04,21498.4,28290,601,417.8333333,506,4238.448,0.369555604,62,3163.28,5628.603333,5828.1,137,136.3333333,126,700.28,0.22137781,16.16666667,23402.1,27786.06667,52916,2303,944.1666667,1687,6562.777,0.280435388,135.5,9479.01,12745.1,26006,842,448.1666667,829,3860.091,0.407225122,73.66666667
701,19714.82,34200.8,54244,1276,867.1666667,1279,6453.165,0.327325586,137,8203.88,18207.5,25134,353,335.5,394,1491.21,0.18176887,46.33333333,28906,41523.83833,74072,2400,1342.333333,2219,10848.788,0.375312669,191.3333333,5774.37,7617.526667,11474.71,279,199.6666667,264,1744.2,0.302058926,32.66666667,10996.75,22312.4,30120,526,415.1666667,536,4571.874,0.415747744,64,2445.28,4208.203333,6071.04,99,104.8333333,132,692.03,0.283006445,13.33333333,23861.33,31996.66333,59066,2146,1106.5,1827,7345.322,0.307833721,135.3333333,8908.86,13820.93333,25940,812,491.1666667,836,3694.121,0.414656982,74.66666667
702,34968.85,51524.73333,72708,2438,1445.666667,1695,9637.552,0.275603916,173.6666667,17616.31,23100.83333,37065,729,443.6666667,585,3683.08,0.209072161,58.83333333,49874.85,60395.05,117264,3986,1950.5,3583,18642.74,0.373790397,214.8333333,6256.71,8414.433333,12823.5,340,234.5,292,1277.87,0.204239928,39,15506.36,34990.9,39352,746,682,702,6504.256,0.419457307,70.33333333,5790.22,7286.381667,11484.9,231,177,249,1505.48,0.260003938,19.5,39358.28,43505.3,83140,3658,1797,2658,12116.143,0.307842289,142,12693.08,16456.43333,28584,1208,634,926,4945.378,0.389612135,79.16666667
703,20495.24,34259.1,53658,1378,953.5,1216,6177.195,0.301396568,135.5,17206.52,22512.88333,33742,720,456.6666667,518,3407.66,0.198044695,61.5,67556.22,65175.62,145354,4927,1979.666667,4186,29173.881,0.431845965,226.1666667,11010.74,13965.21667,25698.04,536,344,596,3363.97,0.305517159,37.66666667,9924.02,15768.2,23496,519,345.8333333,417,3858.738,0.388828116,50,10417.19,10333.38333,16472.27,408,250.3333333,373,2740.2,0.263045985,20.33333333,30639.83,28773.755,69972,2311,980.5,2084,12451.183,0.406372457,128.3333333,11608.55,12050.8,32910,938,425,1011,5566.588,0.479524833,73
704,18347.71,28596.66667,61808,1178,769.1666667,1424,6324.061,0.344678491,123,12455.87,20516.86667,30909,510,409.1666667,469,2680.25,0.21517967,62.83333333,39123.2,50452.26667,98750,3051,1623.333333,2862,15361.531,0.392645055,221.6666667,6924.99,12050.595,16922.09,352,330.6666667,391,1718.24,0.248121658,36,6658.33,15371.23333,23046,325,330.3333333,407,2806.768,0.421542339,50.16666667,7538.3,11450.77167,16434.35,315,278.5,365,1702.54,0.225851983,23.33333333,25049.15,28101.06667,64986,1986,971,1873,9681.011,0.386480619,128.1666667,10597.39,11110.16667,32618,872,375.5,1005,4865.915,0.459161643,69.83333333
705,13984.4,18910.86667,38070,805,456.6666667,863,5398.568,0.386042161,84,6189.98,14067.16667,17865,265,234.6666667,281,1180.91,0.190777676,41.5,29581.74,35117.99833,69648,2317,1035.5,2149,11903.716,0.402400805,156.1666667,6657.06,7880.063333,13067.35,316,193.6666667,300,2136.42,0.320925454,32.33333333,6832.08,8045.666667,18222,301,153,318,3329.417,0.487321138,33.5,1492.93,2088.241667,5529.16,67,52,119,302.68,0.202742259,7.333333333,22273.53,24496.40333,49668,1937,811,1605,7873.949,0.3535115,116.1666667,7666.05,11407.7,20798,667,380.8333333,659,3450.957,0.450161035,71
706,14621.03,19299.4,43286,899,493.1666667,992,5083.818,0.347705873,105.1666667,11675.14,17574.08333,33985,496,341.8333333,529,2138.1,0.183132708,53.16666667,38296.54,47063.265,98922,2852,1422.333333,2997,15639.787,0.408386423,218.6666667,9709.03,10643.88,21871.47,432,260.6666667,502,3619.04,0.372749904,34.16666667,5729.18,10851.86667,18244,273,205,323,2532.149,0.44197407,40.16666667,6799.41,6864.835,11325.02,278,164.8333333,250,1633.4,0.240226726,19,17526.93,22817.79833,45342,1465,724,1359,6189.413,0.353137315,124.6666667,8453.11,11104.36667,30680,688,357,961,3902.188,0.461627496,60.33333333
707,21315.87,49520.73333,68912,1478,1196,1589,5786.832,0.271479982,151,10824,23573.46667,31640,498,432.8333333,496,1300.53,0.120152439,58.5,38530.39,51739.54833,111982,3040,1583.666667,3451,15253.398,0.395879668,193.1666667,6317.79,8914.9,11722.73,315,230.5,269,1667,0.26385809,34.5,9878.5,25653.83333,33708,507,484.3333333,602,3918.207,0.396639874,67.83333333,3055.49,5166.56,7809.73,135,129.3333333,166,539.5,0.176567425,18.16666667,29205.85,40308.32833,80912.4,2467,1353,2553,10409.357,0.356413424,138.3333333,10206.33,15836.03333,29584,958,575.1666667,948,3944.743,0.386499653,77.33333333
708,16425.94,24899.33333,43260,1077,639.3333333,1008,5162.445,0.314286123,114.1666667,8060.92,15583.81667,17716,357,301.3333333,276,1245.34,0.154491051,44,35583.95,52624.61,83284,2852,1622.166667,2487,13383.276,0.376104283,212.6666667,6559.15,8437.848333,11792.64,304,226,271,2268.81,0.345900002,30.16666667,7248.06,14881.3,21580,352,294.6666667,381,3125.343,0.431197176,47.83333333,2040.05,4000.181667,6129.02,92,98.16666667,133,333.31,0.16338325,13.83333333,21233.85,25813.965,46216,1801,877,1412,7151.62,0.336802794,124.8333333,9336.91,12748.56667,28946,786,418.5,891,4102.231,0.439356382,72
709,17952.28,30760.86667,50848,1194,822.6666667,1185,5365.772,0.298890837,133.3333333,6458.95,17644.66667,20388,303,346.3333333,324,730.48,0.113095782,48.16666667,30060.12,42618.47333,76114,2419,1450,2249,11061.971,0.367994905,193.8333333,4842.61,7916.935,10499.94,254,219.6666667,241,1156.46,0.238809237,33,10569.17,21105.13333,31634,473,404.3333333,565,4688.711,0.443621495,63,1837.2,4192.71,5346.2,109,115.1666667,115,-57.05,-0.031052689,14.83333333,20210.99,29193.33333,55610,1840,1085.833333,1742,6138.612,0.303726438,134,6346.74,11841.46667,22388,571,419,715,2626.13,0.413776206,71.5
710,23698.17,40454.63333,63616,1447,979,1447,8673.874,0.366014507,146,11980.06,22688.08333,30373,518,406.5,473,2058.13,0.171796302,57,40086.99,58673.815,104658,3281,1851.666667,3330,15510.063,0.386910142,205.3333333,6982.34,8773.163333,14152.18,345,220,324,1908.31,0.273305224,37.16666667,10912.46,25265.9,34226,512,462.1666667,613,4735.881,0.433988395,64.5,2628.56,3974.786667,6476.94,111,96.33333333,141,617.31,0.234847217,11.66666667,25023.88,36889.88,69456,2212,1200.833333,2173,8770.675,0.35049221,135,9845.29,13981.66667,33342,851,466.6666667,1056,4320.595,0.438848932,71.16666667
711,36360.72,54717.76667,82292,2057,1352,1820,14601.927,0.4015852,161,17787.3,30569.6,51154,666,553.1666667,806,5037.32,0.283197562,65,72705.82,84174.17167,162606,4864,2488.333333,4534,33858.394,0.465690284,242.1666667,13419.66,14702.405,29267.23,547,346.3333333,677,5537.18,0.412617011,38.33333333,12738.53,24087.86667,30914,563,473.6666667,540,6091.274,0.478177152,58.83333333,11782.38,10367.00333,19459.55,411,246.8333333,445,3943.88,0.33472694,18.83333333,45877.21,45841.57833,104358,2995,1441.5,3002,21909.902,0.477577037,140.6666667,17307.12,16474.8,45348,1223,530.5,1351,8885.604,0.51340743,88.66666667
712,39242.36,51257.86667,89750,2172,1258.5,2003,16230.529,0.413597169,142.1666667,21529.03,24430.58333,46037,769,437,701,6630.48,0.307978576,58.66666667,73158.26,68089.375,152992,4943,1996.833333,4381,34319.42,0.469112032,214.6666667,19211.72,15320.04667,36264.6,777,367.8333333,840,7979.96,0.415369368,38.5,15386.85,26029.83333,38590,680,493,679,7086.88,0.460580301,64.66666667,11584.47,10244.11167,17357.05,431,245,395,3425.99,0.2957399,18.5,47902.3,46251.24833,108558,3275,1452.5,3213,21992.633,0.459114343,128.6666667,17092.76,14356.43333,42954,1281,475,1362,8802.656,0.514993249,69.33333333
713,17791.43,37735.5,48732,1422,1073.5,1120,2915.508,0.163871482,153.3333333,11398.07,23825.41667,27721,484,462.3333333,437,2023.51,0.177530933,64.83333333,27004.69,42044.66,66164,2388,1497.166667,2027,8956.772,0.331674683,198.6666667,4486.87,8597.21,10316.07,317,270,235,-208.72,-0.046517951,35,9911.48,21574.93333,26944,544,455.1666667,485,3457.946,0.348882912,65.16666667,1737.13,6633.053333,6085.05,107,173.6666667,130,-100.61,-0.057917369,16.33333333,23422.24,34246.39833,54802,2377,1425.5,1700,5146.849,0.219741963,142.3333333,7241.07,12330.63333,23954,677,459,768,2849.989,0.393586721,75.66666667
714,13634.1,19214.7,34848,886,515.8333333,799,4085.691,0.299667085,87.66666667,6876.62,15691.75,17391,302,286.1666667,279,1085.15,0.157802816,47,32213.29,41531.66667,77692,2413,1217.166667,2356,13301.525,0.412920413,168.3333333,6552.36,8047.393333,13701.11,293,202.5,317,2391.1,0.364921952,29.66666667,7171.24,8799.466667,18790,308,167.5,329,3500.458,0.488124508,34.16666667,510.58,1632.23,4314.43,28,40.5,92,-1.92,-0.003760429,6.833333333,20953.78,22900.36667,46632,1847,761.5,1515,7371.79,0.35181194,112.5,8319.13,11505.6,22050,730,400.8333333,697,3637.199,0.437209059,67.66666667
715,19193.55,37967.36667,61378,1315,1020,1414,5654.567,0.294607668,135.6666667,8285.96,17886.83333,21459,349,364.1666667,339,1669.48,0.201482991,49.83333333,41711.87,68221.99333,109918,3287,2112.666667,3265,15470.023,0.370878194,229.5,6924.6,9766.926667,15013.88,343,261.6666667,347,2030.6,0.293244375,33,10616.82,25321.8,33056,505,511.6666667,592,4642.399,0.437268316,65.16666667,2787.03,4474.945,7211.79,119,123.1666667,156,580.03,0.208117602,15.5,27331.15,42557.43667,71016,2496,1510.5,2248,8234.015,0.301268516,145,10406.56,21374.43333,38262,902,740,1187,4532.317,0.435524996,83.5
716,19972.23,27126.3,62138,1183,694.3333333,1396,7147.099,0.357851827,120.6666667,9215.49,14719.75,25184,367,286.1666667,384,2164.91,0.234920769,52.83333333,49733.2,53915.4,116492,3750,1664.333333,3375,20569.275,0.413592429,225.3333333,6699.85,9039.385,14987.52,308,225.8333333,348,2258.83,0.337146354,33.5,6408.09,12686.9,23366,279,242.6666667,413,3053.202,0.476460537,42.66666667,5623.04,7045.38,9447.87,253,182.6666667,213,1059.8,0.188474562,21.66666667,27460.51,28010.19833,70128,2148,885.6666667,2032,10745.7,0.391314655,129,10102.41,11035.06667,30734,875,369.8333333,948,4360.649,0.431644429,71.33333333
717,21171.37,22857.2,55072,1234,598.3333333,1262,8296.589,0.391877758,114.6666667,17850.01,24593.25,36081,759,483.5,569,3281.72,0.183849757,64.83333333,55106.61,55332.83333,125178,4036,1712.333333,3716,23230.395,0.421553694,230.5,8124.14,10118.61,19841.09,381,260.1666667,454,2553.9,0.314359428,34,8112.46,11361.6,22926,343,214.6666667,406,4080.982,0.503051109,42.66666667,5893.64,7559.845,12272.89,235,184.8333333,268,1504.65,0.255300629,19.83333333,28085.18,31621.23333,69236,2201,1032.833333,2069,10843.902,0.38610762,133,10498.81,10676.83333,26832,826,359.6666667,838,5103.047,0.486059563,68.83333333
718,14145.07,18053.2,42186,845,445,974,5334.058,0.377096614,96.66666667,15304.01,23779.75,32958,626,464,534,3250.89,0.212420797,67.66666667,44751.9,52590.57,107760,3355,1657.5,3158,18051.158,0.403360706,223.6666667,7178.3,9345.221667,17211.47,343,232.8333333,395,2255.54,0.314216458,32.33333333,6162.59,10369,20000,271,198.5,355,3012.412,0.488822394,40.5,5378.62,5974.411667,8695.43,216,147.1666667,193,1385.37,0.257569786,20,16516.46,21250.99,42360,1401,686.1666667,1275,5591.161,0.338520543,115.6666667,10105.6,11865.6,31240,841,392.1666667,975,4639.112,0.45906349,67.5
719,20153.88,22008.76667,53504,1117,557,1228,8360.179,0.414817345,101,16875.37,25641.18333,35176,681,473.5,556,3689.44,0.218628688,67,51148.95,56623.5,119868,3809,1771,3590,20957.025,0.40972542,221.3333333,11349.28,10370.495,26967.27,486,249.8333333,622,4451.03,0.392186112,33.66666667,6661.3,10893.9,20772,284,202.3333333,362,3313.737,0.497461006,40.5,5658.05,6957.471667,9995.28,225,170,222,1524.29,0.269402002,20,21315.37,27618.53333,54694,1657,892.8333333,1617,8165.396,0.383075499,128.5,8033.82,11453.16667,23798,643,387.1666667,742,3839.064,0.477862835,68.66666667
720,17544.07,24646.1,53672,1044,638.8333333,1227,6527.61,0.372069309,111.8333333,17068.55,24701.31667,39700,758,507.3333333,616,2708.66,0.158693035,61.83333333,51190.88,63611.36667,131348,3772,1905.666667,3900,21155.848,0.413273771,237.5,9674.17,11004.41667,21224.55,437,274.1666667,487,3451.66,0.356791332,38.33333333,6255.9,12473.03333,20696,262,243.6666667,364,3132.663,0.500753369,42.83333333,5882.26,7927.193333,12644.68,246,199,279,1371.01,0.233075383,19.16666667,25352.52,28969.695,60510,1997,938.5,1794,9884.108,0.389866885,128.8333333,10159.32,12953.46667,35562,803,428.3333333,1111,4877.124,0.48006402,69.83333333
721,16174.5,20716.46667,48170,965,509.3333333,1105,5961.999,0.368604841,106.1666667,13089.31,19519.68333,32125,610,394,501,1528.96,0.116809824,60.5,36802.5,50189.76667,92376,2875,1565.333333,2747,14197.193,0.385767081,227.5,6757.25,10049.07,18093.26,318,262.1666667,416,2274.52,0.336604388,34.66666667,6457.54,11354.53333,20698,284,219,366,3039.399,0.470674436,43.33333333,6465.08,10763.16167,9634.48,281,265.1666667,212,1552.33,0.240109945,28.66666667,19365.65,25774.60333,52910,1635,855.1666667,1614,6792.865,0.350768758,122.6666667,7430.84,10872.96667,28296,654,363.3333333,883,3159.053,0.425127307,66.83333333
722,25591.97,44504.76667,73318,1705,1213.666667,1654,7816.492,0.305427523,151.5,10903.22,20733.35,41686,524,429.8333333,642,756.89,0.069418942,60.33333333,42130.7,57256.73333,111220,3698,2127.666667,3231,13218.794,0.313756809,229,8452.32,11509.37667,18154.79,423,317.5,421,2390.82,0.282859617,38.16666667,12678.11,22782.5,36350,638,480.3333333,646,5121.14,0.403935602,62,3540.74,6597.388333,5764.7,147,167.5,130,816.74,0.230669295,20.33333333,33516.84,40428.43333,88918,2938,1459.666667,2563,10583.486,0.315766224,141,12710.05,17064.03333,45798,1070,573.5,1400,5476.113,0.430849053,74.83333333
723,18915.25,30429.23333,57428,1230,758,1306,6191.478,0.327327315,121.6666667,8304.95,13798.83333,29654,354,256.8333333,454,1467.24,0.17667054,43.66666667,34668.24,51454.17,93114,2722,1526.5,2728,13232.498,0.38168935,220,6394.12,7843.205,13463.87,307,194.6666667,313,2036.38,0.318476976,31.83333333,9951.07,18508.86667,28810,471,349.1666667,511,4328.753,0.435003773,60.5,2994.58,6604.066667,5602.74,138,160.8333333,126,447.35,0.149386558,18.66666667,23503.17,32002.12833,69642,1946,981.8333333,1998,8276.067,0.352125564,131.8333333,8042.69,13168.93333,30462,713,428.8333333,946,3486.525,0.433502348,67.66666667
724,26530.56,45443.8,75260,1815,1208.333333,1794,7908.864,0.298103922,153.6666667,12726.73,26803.16667,39112,522,502.8333333,620,2780.43,0.218471673,62.5,46726.6,61095.425,128230,3855,2031.333333,3916,17361.358,0.371551921,207.6666667,7698.9,11485.19667,13763.21,400,306.5,314,1689.26,0.219415761,38,12656.41,25613.6,36304,634,491.6666667,649,4894.338,0.386708237,68.5,1919.82,5211.133333,6650.9,98,134.1666667,145,109.33,0.056948047,14.33333333,28286.23,39328.5,76230,2658,1456,2404,7994.587,0.282631761,136.8333333,10170.77,16706.63333,29510,977,609.8333333,950,4005.014,0.393776872,79.83333333
725,20076.09,25582.4,56620,1219,606,1275,7268.749,0.362059993,120.6666667,9949.97,22252.85,29069,433,395,445,1790.9,0.179990492,60.33333333,46422.17,52799.46667,113302,3374,1541.666667,3151,18953.606,0.408287807,233,5767.26,9598.448333,13250.92,272,232.1666667,308,1860.03,0.322515371,33.16666667,7596.99,11620.5,23144,325,212.5,412,3811.255,0.501679613,42,4988.54,6585.955,8018.2,209,155.1666667,180,1181.79,0.236900977,20.66666667,22309.48,29719.13667,62750,1852,890,1809,7949.14,0.356312204,136.5,17898.69,25992.56667,74490,1349,764.6666667,2172,8393.959,0.468970578,81
726,9657.27,19083.56667,28202,673,468.8333333,663,2484.171,0.257233255,92.33333333,6957.44,16354.91667,17664,309,292.5,280,1161.96,0.167009705,47.66666667,25427.8,33239.30833,58796,2092,1056.666667,1796,9467.273,0.372319784,166,4674.1,8041.571667,9260.31,280,210.3333333,211,499.26,0.106814146,31.66666667,5390.89,9241.033333,14062,263,178.1666667,247,2255.972,0.418478581,35.83333333,766.27,1953.195,4449.4,61,55,95,-226.23,-0.295235361,6.833333333,14009.13,19720.26667,34556,1340,689,1111,4051.101,0.289175773,106.5,7948.95,12424.73333,27520,712,420.8333333,873,3315.186,0.417059612,64.83333333
727,13872.9,14131.4,32446,897,392.1666667,743,4646.441,0.334929323,83.16666667,14153.51,19080.55,29983,586,363,467,2829.14,0.199889639,56.16666667,35763.84,38203.76667,74236,2840,1204.5,2155,13986.733,0.391085885,181.8333333,7109.63,7358.231667,14783.55,314,189,345,2609.39,0.367021913,28,4354.59,7337.333333,14228,206,142.5,250,1958.401,0.449732581,28.83333333,2199.79,3116.521667,4004.11,151,108.8333333,89,-498.96,-0.226821651,11.5,18109.29,20078.93333,40820,1573,717.3333333,1199,5993.36,0.330954996,107.3333333,10833.68,11474.63333,34066,892,381.8333333,1079,5180.922,0.478223651,57.66666667
728,9139.26,17861,28824,663,513.3333333,667,2282.443,0.24974046,85.16666667,8568.55,17543.16667,23854,395,355.1666667,366,1026.14,0.119756552,53.66666667,24005.82,39911.4,56340,1939,1296,1556,8618.106,0.359000692,185.6666667,4811.8,7213.635,10602.52,237,195.5,248,1381.06,0.287015254,28.83333333,4022.76,9331.2,14632,232,204.6666667,254,1284.478,0.319302668,33.33333333,2965.32,6422.273333,4502.03,154,187,97,246.32,0.08306692,19.33333333,12629.26,18906.3,33504,1104,696.5,971,4000.873,0.316793937,107.3333333,6762.3,12494.63333,25912,597,429.8333333,821,2929.633,0.433230262,69
729,23702.49,33050.1,63464,1447,792,1428,8344.917,0.352069213,137,12603.84,23078.73333,33369,509,408.5,513,2770.3,0.219798093,60,57266.46,60917.35,133846,4223,1759.166667,3842,24507.037,0.427947476,225.5,6629.05,10351.13667,12965.99,325,262.3333333,301,1951.29,0.294354395,34.5,12295.19,21726,33940,601,408.5,596,5203.051,0.423177763,61.66666667,4519.59,7022.416667,5353.8,194,178.8333333,120,931.85,0.206180207,19.33333333,28962.44,30865.995,71026,2346,948.5,2083,11234.119,0.387885793,128.5,16191.31,18043.43333,52196,1346,604.5,1596,7407.378,0.457490963,76.83333333
730,25042.31,34215.46667,73152,1410,819,1629,10057.448,0.401618221,130,18692.58,25151.76667,43508,700,455.5,664,5176.09,0.276906131,63.16666667,57356.02,59072.83,128944,4133,1738.5,3734,24759.729,0.431684922,223.6666667,14232.03,13518.17333,31963.59,591,320.1666667,741,5742.79,0.403511656,37.66666667,8276.65,16294.9,28462,345,292.6666667,499,4084.638,0.493513438,51.83333333,9161.84,10631.85333,16477.27,348,249.1666667,373,2651.11,0.289364363,21,32822.3,34715.03,81918,2426,1067.5,2376,13599.649,0.414341743,133.3333333,14078.08,13518.2,39918,1163,435.3333333,1243,6533.734,0.464106895,66.83333333
731,39272.06,54465.93333,108412,2395,1353.333333,2384,13654.667,0.347694188,153.5,35611.66,60572.91667,102473,1669,1138.833333,1557,3966.94,0.111394414,74.66666667,80130.93,72652.02667,151834,6172,2298.5,4363,32195.449,0.40178554,232.1666667,18816,17734.51667,40409.64,848,436.6666667,936,6687.73,0.355427827,38,10228.57,20723.16667,34230,471,390.6666667,599,4588.075,0.448554881,55.5,9263.43,12072.335,18753.85,364,293.3333333,415,2494.68,0.269304135,27.33333333,50487.06,53917.215,123496,3925,1725.333333,3575,19406.413,0.3843839,142.6666667,20858.2,19002.1,53128,1795,643.1666667,1653,9180.518,0.440139513,81.16666667
732,17566.36,25103.5,50144,1125,624.5,1159,5734.334,0.326438374,121.8333333,10460.81,14508,27632,424,266.8333333,424,2212.58,0.211511346,46.66666667,44792.86,51788.4,107520,3597,1616.833333,3119,16745.252,0.373837527,221,8190.14,8264.39,17326.97,388,222.6666667,403,2698.89,0.329529166,31.83333333,7484.89,14411.63333,22360,391,273.3333333,396,2835.165,0.378785126,50,3853.03,6817.366667,7885.21,172,169.3333333,179,683.06,0.177278661,19.16666667,20265.72,26002.5,55182,1745,805.1666667,1556,6712.797,0.331239009,125.1666667,8473.43,9133.066667,26144,736,307.6666667,817,3752.098,0.442807458,65.16666667
733,45268.88,46237.76667,105158,2555,1087.333333,2338,17785.067,0.392876232,145.1666667,25829.86,37727.68333,59837,1119,670.8333333,913,4395.16,0.170158104,67.83333333,92196.72,81616.96167,222932,6735,2397,6467,39158.943,0.424732496,222,20408.46,18064.885,48147.86,886,424,1114,7637.67,0.374240389,39,15855.3,20657.1,40608,619,365.3333333,717,8252.005,0.520457197,57.33333333,14238.04,12267.04667,23428.68,559,293.3333333,532,3700.27,0.259886192,20.16666667,56520.1,50644.93833,134698,4277,1564.5,3922,23361.84,0.413336848,125.8333333,22769.12,17700.83333,61180,1859,560.3333333,1906,10385.96,0.456142354,63.83333333
734,38186.25,49606.5,102176,2196,1136.333333,2270,14394.267,0.376948954,149.3333333,22867.26,32852.28333,51203,1002,619.8333333,787,3951.83,0.17281607,66.16666667,81941.03,83260.85833,199320,6022,2456.833333,5652,33861.441,0.413241584,233.3333333,13481.65,13094.31167,27920.53,616,318.1666667,647,4596.16,0.340919695,38.83333333,14813.19,19389.43333,43430,549,346.5,760,8063.242,0.544328534,54,10398.16,9850.391667,16740.21,415,232.6666667,379,2630.17,0.252945713,22.16666667,45488.57,55060.165,119692,3631,1689.333333,3494,17794.293,0.391181631,142,17807.36,15242.9,47306,1521,507,1471,7937.263,0.44572935,70.33333333
735,27658.92,32261.3,70910,1552,819.8333333,1597,11029.71,0.398775874,132.8333333,21156.74,28813.83333,50203,978,596.8333333,767,2676.28,0.12649775,63.66666667,62915.06,70459.58667,157172,4772,2174.666667,4672,25342.143,0.402799314,224.8333333,14098.45,14788.54333,28499.43,620,355.6666667,657,5066.2,0.359344467,39.83333333,12015.24,16627.86667,34322,483,305.3333333,610,6114.007,0.508854338,58.66666667,9065.08,10086.92833,14282.76,365,245.6666667,324,2229.07,0.245896341,19.83333333,31361.97,38576.985,84470,2468,1234.666667,2416,11949.212,0.381009611,138,9822.77,12618.9,28516,801,425.1666667,885,4451.007,0.45313155,73
